"text0","text1","label"
"This analysis pooled estimates from these two studies to develop a C-R function linking PM to chronic bronchitis .","The analysis proves that there is no link between PM and bronchitis .","contradiction"
"He turned and smiled at Vrenna .","He smiled at Vrenna who was walking slowly behind him with her mother .","neutral"
"We sought to identify practices that were commonly implemented by the agencies within the past 5 years .","We want to identify practices commonly used by agencies in the last 5 years","entailment"
"The other men shuffled .","The other men were shuffled around .","entailment"
"States must show reasonable progress in their state implementation plans toward the congressionally mandated goal of returning to natural conditions in national parks and wilderness areas .","Itis not necessary for there to be any improvement .","contradiction"
"well it 's been very interesting","It has been very intriguing .","entailment"
"He started slowly back to the bunkhouse .","He returned slowly to the bunkhouse .","entailment"
"and it 's it 's quite a bit i think six something is the state and and uh the rest of the pie goes elsewhere but we 're in a particular part of the state that 's pretty well off so it 's it 's like we get a lot of that back as far as local taxation goes","I do not know exactly where the local taxes go .","neutral"
"They 're made from a secret recipe handed down to the present-day villagers by their Mallorcan ancestors , who came here in the early 17th century as part of an official repopulation scheme .","The recipe passed down from Mallorcan ancestors is known to everyone .","contradiction"
"yeah well you 're a student right","Well you 're a mechanics student right ?","neutral"
"it really is i heard something that their supposed to be starting a huge campaign in New York about um child abuse and stopping child abuse and it 's supposed to be like it 's starting there supposed to be like a big nationwide campaign and you know so hopefully that will take off and really do something i don 't know there 's just","It 's unfortunate that nobody is organizing a child abuse campaign .","contradiction"
"Postal Service were to reduce delivery frequency .","The postal service could deliver less frequently .","entailment"
"And in another shift in the economy , it was found that lamb could be raised more cost-effectively on lowland farms in part because of the richer , more nutritious grazing land available there and as a result Lakeland farms became less profitable .","Another shift in the economy was found to be more nutritious .","entailment"
"The rule contains information collection requirements which will allow EPA to determine that detergent additives which are effective in controlling deposits are used and that emission control goals are realized .","The rule has data collection requirements which aid the EPA to realize their emission control goals .","entailment"
"Almost every hill has to the northeast there 's a Moorish fort ; no fewer than four ruined fortresses guard the harbour entrance ; and two more , still in good repair the Atalaya and Galeras castles protect the sea-front arsenal , of vital importance to Spain 's military .","There are no castles Atalaya and Galeras .","contradiction"
"Were they in there ?","Were they supposed to be in there ?","neutral"
"Felicia 's Journey takes place behind the eyes of its central a young Irish girl , Felicia , who crosses the sea to England in a hopeful quest to find the father of her unborn child ; and the fat , middle-aged catering manager , Hiditch , who takes a paternal interest in the lass when it becomes clear that her young man has caddishly given her the slip .","The woman did not care where the man was as long as it was far .","contradiction"
"In the crypt are interred the remains of Voltaire and Rousseau , Hugo and Zola , assassinated Socialist leader Jean Jaurys , and Louis Braille , the inventor of the alphabet for the blind .","The remains of Voltaire and Rousseau , Hugo and Zola , assassinated Socialist leader Jean Jaurys , and Louis Braille are all interred in the crypt .","entailment"
"there 's a uh a couple called um oh i 'm going to forgot his name now uh Dirkson","I can 't remember their name","entailment"
"Poirot , I exclaimed , with relief , and seizing him by both hands , I dragged him into the room .","Poirot was now back and I was sorry that he would take over what I now considered my own investigation .","contradiction"
"The word aswan actually means trade or market in ancient Egyptian , signifying its most pre-eminent activity .","Aswan 's meaning has not changed over time .","contradiction"
"well what the market can bear and","THe market can 't bear any of it .","contradiction"
"And to show just how fast Japan 's new rulers were catching on , two punitive expeditions were launched against Korea and China in the grand manner of 19th-century gunboat diplomacy .","Japan 's new rulers were catching on quickly .","entailment"
"When the trust fund begins running cash deficits in 2016 , the government as a whole must come up with the cash to finance Social Security 's cash deficit by reducing any projected non-Social Security surpluses , borrowing from the public , raising other taxes , or reducing other government spending .","The public would generally prefer to see the government reduce its spending in other areas to finance Social Security .","neutral"
"These organizations invest the time and effort to understand their processes and how those processes contribute to or hamper mission accomplishment .","These organizations invest lots of time to understand how some processes can contribute to or haampe","entailment"
"and it is nice talking to you all righty","I talk to you every day .","neutral"
"You have access to the facts .","The facts are accessible to you .","entailment"
"Build environment Engineering Manufacturing Production ( all rate tooling ) ( 1st set of production tooling )","It is the first set of production tooling for manufacturing .","entailment"
"As long you have your own household in order , fretting about your neighbor 's spending habits is a lot like fretting about the color of his living-room rug .","You should worry about the color of your neighbor 's rug .","contradiction"
"yeah so um also of course they they can they join the they can always join the military service they are considered citizens i believe","They can 't join the military service","contradiction"
"She smiled back .","She was so happy she couldn 't stop smiling .","neutral"
"According to the Office of the Actuary at the Health Care Financing Administration , the estimated net present value of future additional resources needed to fund HI benefits alone over the 75 years is $ 4 .","The net present value of future additional resources for funding HI benefits was $ 4 .","entailment"
"Thus , with respect to the litigation services Congress has funded , there is no alternative channel for expression of the advocacy Congress seeks to restrict .","This is the only channel of expression of the advocacy that Congress seeks to restrict .","entailment"
"How do we fix this ? '","Can we fix this ?","entailment"
"but that takes too much planning","It doesn 't take much planning .","contradiction"
"I did not mention Monica in my lecture , but the first question I was asked was how President Clinton could do his job with all the distractions caused by the Monica Lewinsky affair .","They wanted to get through the lecture without any problems .","neutral"
"Analyzing Postal Service accounts for depreciation , fuel , and maintenance for city delivery carriers , we have estimated the average city delivery vehicle cost per route .","Driving cost estimates can be averaged will sufficient data .","neutral"
"Because it plays on my childhood imagination .","The art plays on my young imagination .","neutral"
"it 's slow it 's uh there are many better machines on the market right now for","This is the fastest machine , you won 't find a better machine .","contradiction"
"At the heart of the sanctuary , a small granite shrine once held the sacred barque of Horus himself .","Horus is a god .","neutral"
"Consider the United States Postal Service .","Forget the United States Postal Service .","contradiction"
"In full costume .","He is wearing a mascot costume .","neutral"
"Although your journey is going to be difficult and at times you will doubt yourselves , the benefits to clients are well worth it and the satisfaction of hearing even the most recalcitrant of adversaries say that the new system is better than the one that went before is deeply rewarding .","The new system appears far more complex , but ultimately easier and more thorough .","neutral"
"Take a remarkable statistic that Shesol cites but lets pass relatively unexamined .","They had data that was very relevant but under used .","entailment"
"It might have seemed like manna from heaven - up to thousands of dollars dropping , often unexpectedly , into the hands of a half-million Kentucky and Indiana residents this month .","A recent law proposed by congress has resulted in the seizure of thousands of dollars from Kentucky residents .","contradiction"
"Get individuals to invest their time and the funding will follow .","If individuals will invest their time , funding will come along , too .","entailment"
"i often think gee i wish i had a video camera because i could sure use ten thousand dollars so but i like things like Evening Shade with Burt Reynolds i really enjoy that and uh","Video cameras that I need are very expensive .","neutral"
"The man on the ground thinks for a moment and yells back , You must work in management .","There was no one on the ground , man or woman .","contradiction"
"If , however , the evaluation question requires GAO to report on how satisfactory progress is or the reasons for problems in implementation , the more staff who can be on site over time , with the ricHe 'st or thickest base for examining the situation as the many people involved see it , the sounder our causal conclusions and subsequent recommendations will be .","If the GAO has to report on the progress , the recommendations will be much poorer quality .","contradiction"
"The economy could be still better .","The economy has never been better .","contradiction"
"Hills and mountains are especially sanctified in the cult of Jainism .","The cult of Jainism hates nature .","contradiction"
"The famous tenements ( or lands ) began to be built .","The land remained deserted .","contradiction"
"In the midst of this amazing amalgam of cultures is a passion for continuity .","A passion for continuity is not the most important of these cultures .","neutral"
"Putting aside stage as a horse-drawn conveyance , a popular delicatessen , a part of a rocket , and an opportunity to mock Gail Sheehy ( who seems to get a free ride from News Quiz participants ) , this question all but demanded the invention of a violent theatrical event , and that 's not easy .","Gail Sheehy is a popular target for mocking on other shows .","neutral"
"Entreaties to the apartment 's owner have gone nowhere .","The apartment 's owner is very responsive .","contradiction"
"Mrs. Cavendish is in her mother-in-law 's room .","Mrs. Cavendish has left the building .","contradiction"
"But I thought you 'd sworn off coffee .","I thought that you vowed to drink more coffee .","contradiction"
"We stink all the time .","We always stink .","entailment"
"In an increasingly interdependent world , many pressing problems that affect Americans can be addressed only through cooperation with other countries .","We should be independent and stay away from talking and working with other nations .","contradiction"
"Ca 'daan continued .","Ca 'daan refused to stop .","neutral"
"The rule requires broadcasters to maintain a file for public inspection containing a Children 's Television Programming Report and to identify programs specifically designed to educate and inform children at the beginning of those programs and to furnish such information to the publishers of program guides .","The rule makes broadcasters keep a file about children 's television programming .","entailment"
"well because how how hot i mean like like in the coldest that it gets in winter down there how much is it","It 's hot all the time where I live , including winter .","neutral"
"Each of the men wore leather armor and dressed in the style of heavy riders .","The men were naked .","contradiction"
"The man should have died instantly .","The man was perfectly fine .","contradiction"
"In summer the rice forms a green velvety blanket , then turns golden in autumn when it ripens and is harvested .","The rice is golden and harvestable in the summer , but turns green in autumn .","contradiction"
"Just as the Daily Worker and New Masses , socialist papers from the 1930s , were peppered with citations of Marx and Engels , Educational Liberator is peppered with references to their libertarian equivalents--Friedrich Hayek and Ludwig von Mises .","Citations from Marx were used in socialist papers in the 30s .","entailment"
"To be sure that any needlework item is the genuine article ( as opposed to an inferior import or machine-made piece ) , look for a lead seal with an M , the emblem of IBTAM meaning it 's been certified by the Instituto de Bordado , Tapecaras e Arte ? ­ sanato da Madeira ( Institute of Madeiran Embroidery , Tapestry , and Handicrafts ) , an official island organization that has a showroom / museum on Rua Visconde de Anadia , 44 .","There is a seal to show authenticity in needlework items made in Italy .","neutral"
"I 'm not into this Multivista stuff , because what is some dumpy system when compared to a beautiful hyperextension of the sun somewhere over Kuchara , when compared to the golden hue of onion fried with the kse-fi waves , when compared to the number of dividers for credit membranes in a wallet of a rich man , when compared to the magnificent smell of a briessante roll dunked in wholesome milk synthetically enriched with substances boosting the secretion of happiness hormones , that one from two years ago , not three , ' Gonzo said in a tone characteristic for a man who just discovered a solution to his life problem .","He 's not into this multivista stuff because what is some dumpy system compared to the magnificent smell of a cinnamon roll dunked in wholesome milk .","entailment"
"No matter what I ended up doing , I think I would have found some way within that profession to do public work , because that 's what I was taught , Zelon said .","This is like using the postition as a banker to help make regulations better for the public .","neutral"
"Clark also expressed the hope that he and Redgrave could continue with their marriage .","Clark hoped that he could continue their marriage .","entailment"
"The poverty , for instance , does not create the sense of shame as it does for people who live in Western countries .","Poverty doesn 't create a sense of shame in any country .","contradiction"
"Back on the road to Jaisalmer , one last splash of color delights the senses before you plunge into the the fields are dotted with mounds of red hot chili peppers .","The road to Jaisalmer is bumpy and unpleasant to ride on .","neutral"
"they supplied some uh you know they were some groups uh the Vicksburg if you ever get a chance to go over to Vicksburg the battleground at Vicksburg uh there 's an area there where there was uh some Texas uh groups and they had an interesting time there","There were also North Carolina troops at Vicksburg .","neutral"
"which i mean i think it should be anyway","I don 't think it should be that way","contradiction"
"Also , compensation committees need to understand the implications of compensation to provide incentives for management to do the right thing for the company and its shareholders versus themselves .","The implications of compensation to provide incentives for management to do the right thing for the company and its shareholders versus themselves should always be ignored by compensation committees .","contradiction"
"The fourth-century Roman emperor Gratianus was an early visitor , followed much later by such luminaries as the Romantic poet Alphonse de Lamartine , Queen Victoria , Saint-Sa ? « ns , and Rachmaninov .","Gratianus was a Roman empoeror .","entailment"
"So , I went to court by myself and told them the truth , but it didn 't do me any good .","I went and told the truth at court but it didn 't do me any good .","entailment"
"Click More Links ( on the right-hand side under Miscellaneous ) , and from","There are no links to click under Miscellaneous .","contradiction"
"and so i started watching it and all of a sudden stay tuned next week and i went what","I wouldn 't have started watching it if I 'd known .","neutral"
"no oh no oh well take care","Bye for now .","entailment"
"'Hello , Ben . ' ","I ignored Ben","contradiction"
"how can you prove it","Can you tell me how to prove it ?","entailment"
"It displays all kinds of vehicles , from the coach that carried Napoleon to and from Moscow in 1812 to a splendid 4-horsepower Renault car from 1904 and other turn-of-the-century classics .","The exhibition only displays cars from the 2000s .","contradiction"
"According to this executive , the town hall meetings helped improve his customer satisfaction levels because veterans identified the concerns that were most important to them , gained direct access to the VBA employees working on their benefit claims , and were better able to understand the claims process .","The own hall meetings helped improve his customer satisfaction levels , said the executive .","entailment"
"well see that isn 't too bad a couple hours","I don 't like waiting , not even for 10 minutes .","contradiction"
"In the east , Christian forces were in retreat as a new Moslem power began to rise .","Although the Christian forces were stronger , they were in retreat .","neutral"
"We have been told on reasonably high authority that true charity vaunteth not itself","True charity vaunts itself , we have been told .","contradiction"
"yeah and what to do when they 're faced with it","They 'll face peer pressure and will need to say no .","neutral"
"The With attorneys one year out of graduate school facing an average debt of just less than $ 90,000 and starting salaries at legal aid organizations averaging $ 31,000 , they couldn 't afford the job .","New attorneys have massive law school debt .","entailment"
"Here you 'll see a shrunken head , a two-headed goat , and a statue of Marilyn Monroe made of shredded money , among other curiosities .","One of the curiosities is a two-headed goat .","entailment"
"Thursday 's judge , the Honorable Charles Adams of the Coconino County Superior Court , agreed , but highly discouraged self-representation .","Self-representation was encouraged by the Honorable Charles Adams .","contradiction"
"He mostly hangs out with a group of older , Southern black men , who call him Jumper and Black Cat .","The group of guys he tends to hang out with gave him the nickname Jumper .","entailment"
"This elegant spa town on the edge of the Lac du Bourget has offered cures for rheumatism and other ailments for centuries .","The town was only established in the past fifty years .","contradiction"
"right right well it 's it 's a beautiful city and but the problem is like first example when i was young they they took me to Las Vegas and that was the most boring place on earth","I think Las Vegas is the most boring place I know .","entailment"
"'Less loud .","Please be quiet .","entailment"
"i 'm going to be able to make my own clothes","I will be able to make my own clothing .","entailment"
"The river plays a central role in all visits to Paris .","The river is central to all vacations to Paris .","entailment"
"they 're supposed to be bilingual","They 're supposed to be bilingual","entailment"
"Oh , Czarek , but will happen to us ?","Czarek was not asked any questions on that day .","contradiction"
"Turned out , I wasn 't completely wrong .","I was 100 percent wrong .","contradiction"
"Native ' Me win , me passum heap big law ...","n / a","contradiction"
"In any case--it 's over . ""","It is over .","entailment"
"The herbal extract shows success in treating mild dementia and preventing Alzheimer 's memory loss .","The herbal extract is not very good at treating dementia .","contradiction"
"After a lightning victory over the ill-prepared French armies , the Germans marched on Paris and laid siege to the city , which finally capitulated in January 1871 in the face of dwindling food supplies .","Paris was unhappy to have to surrender to the Germans .","neutral"
"That is why icons have the power they have .","That is why God moves me .","contradiction"
"Critical to the product development process were activities that enabled the capture of specific design and manufacturing knowledge and decision reviews to determine if the knowledge captured would support the increased investment necessary to move to the next development phase or into production .","The knowledge captured would determine if the next step was further development or production .","entailment"
"Said I was foolishly proud .","My pride was foolish not well placed .","entailment"
"The word had filled his head as though the girl had whispered directly into both ears .","The girl spoke very quietly .","entailment"
"and a lot of their rules and regulations aren 't real clear so we have our manager of environmental who assist the TACB which is located in Austin in writing and hey look what we 've done here at TI","There rules are not really clear so we ask our manager for help .","entailment"
"Among these are the red brick Royal Palace , which now houses the Patan Museum ( Nepal 's finest and most modern museum ) , and , facing the palace across the narrow brick plaza , eight temples of different styles and sizes .","The Patan Museum is down the street from the red brick Royal Palace .","contradiction"
"yeah it 's kind of like in Louisiana where that uh guy that 's like a Ku Klux Klan member something got elected kind of scary when you think about that","A Ku Klux Klan member has been elected in Louisiana .","entailment"
"or at least they try and do something about it first","They might at least try and do something about it first .","entailment"
"i i 'm i 'm not really impressed with i mean i lived in Germany for three years i i was i 'm not impressed with skiing now i like i like other you know winter sports but i 'm not real thrilled about them","I am not a big fan of winter sports .","entailment"
"It 's a commitment to general education--a sequence of courses intended to develop critical thinking in a wide variety of disciplines--in opposition to early specialization .","General education 's focus is to develop students ' critical thinking skills .","entailment"
"Theoretically scale economies in delivery are not firm specific .","Scale economies are flexible .","neutral"
"National saving represents resources available for investment to replace old factories and equipment and to buy more and better capital goods .","Old factories and equipment were never replaces , even when there was national savings .","contradiction"
"Others complain that the superstars are over the hill , and are trotting out mediocre work .","Nobody complains about the superstars .","contradiction"
"Collaboration with rigorous methodologists is important , but those collaborations have to focus on what can be accomplished specifically in the ED setting .","Working with rigorous methodologists is important .","entailment"
"you know their demographic studies that they do that show you know that everybody 's IQ has dropped dramatically or something","The studies showed their IQ increased quite a lot .","contradiction"
"Without the support of federal finance organizations , program managers may not be able to determine or defend the cost associated with or benefits derived from government activities .","Federal finance organizations are the best source of information for program managers .","neutral"
"The union has about 4000 members in Canada .","There are 100 members in the union that live in Canada .","contradiction"
"but then we started watching it and and like the new ones are pretty cool because because they got like uh like special like especially things that like fuck with your mind","The new ones have things that can fuck with your mind .","entailment"
"In 2000 , GNP was less than GDP because income receipts from the rest of the world were less than U.S. payments to the rest of the world .","The US paid more to the rest of the world than the rest of the world received in income .","entailment"
"Have you any tips to give us before we clear out ? ""","Anything we should know ?","entailment"
"and they keep taking more money from us yeah people and get and they don 't have any incentive to work if we 're just gonna take fifty percent of it","People have a lot of incentive to work because they take home every penny earned .","contradiction"
"They depended too heavily on the second great principle of contagion , and that seemed to be wrapped up with some kind of association through the signs and houses and the courses of the planets .","The signs , houses and the courses of the planets have a great impact on daily life .","neutral"
"i guess the financial planners the training now we 've had it for about four years here got our businesses and and and our life in line how to manage credit cards how to put away say for you know money markets and this kind of thing","The financial planners do not assist people with issues related to credit cards .","contradiction"
"Richardson 's need to make Picasso into a serious artist and an honorable man ( instead of the inspired poetic rascal he actually was ) deforms , above all , his account of Picasso 's relations with women , he writes .","Picasso was a gentleman and not an inspired poetic rascal .","contradiction"
"'Uh , hi guys , ' Daniel said meekly .","Daniel greeted everyone even though he was shy .","neutral"
"oh um i talked to someone about San Antonio","I spoke with someone about Dallas .","contradiction"
"A misty morning makes the scene even more evocative of the past .","A misty morning in Paris brings to mind old evocative imagery of times gone by .","neutral"
"Due to this rationalization of delivery cost in the U.S. , the postal densities of the most sparsely populated areas are higher than the densities of the most sparsely populated areas of France .","Postal density refers to the amount of junk mail delivered in a given area .","contradiction"
"Races are held between April and December at the Veliefendi Hippodrome near Bakerky , 15 km ( 9 miles ) west of Istanbul .","There are races from April to December at Veliefendi Hippodrome .","entailment"
"The production of anhydrous ammonia in the U.S. in 2000 was approximately 17,400,000 tons ( equivalent anhydrous ) with apparent consumption of 22,000,000 tons and about 4,600,000 met through net imports , as shown in a 2001 edition of U.S.","The US does not produce any anhydrous ammonia each year .","contradiction"
"oh yeah they do that i mean in in in north Texas they do that quite a bit where you know if you want to go to this particular movie or concert or a discounted thing the big thing down here is rodeos uh if you","I try to get discounted prices when I can .","neutral"
"Over the past eight years , the school acquired over $ 88 million of real estate in the Allston section of Boston without revealing its identity to prospective sellers .","Over the past eight years , the school acquired more than 88 million in real estate in the Allston section of Boston while remaining completely anonymous even to its own students .","neutral"
"uh it 's but then there 's so many people you get so many different opinions like well you shouldn 't have well i shouldn 't have to have to do this or i shouldn 't have to do that and all this other stuff i don 't want to get involved and","Opinions tend to vary .","entailment"
"um-hum so you figure one of these days you 're going to go back to being an engineer is that what you think","One of these days , you will go back to studying .","neutral"
"Right on the waterfront ; offers a more formal atmosphere and a great place to catch a sunset .","It has a terrible view of the sunset .","contradiction"
"To be sure that any needlework item is the genuine article ( as opposed to an inferior import or machine-made piece ) , look for a lead seal with an M , the emblem of IBTAM meaning it 's been certified by the Instituto de Bordado , Tapecaras e Arte ? ­ sanato da Madeira ( Institute of Madeiran Embroidery , Tapestry , and Handicrafts ) , an official island organization that has a showroom / museum on Rua Visconde de Anadia , 44 .","There is a seal to show authenticity .","entailment"
"However , my confidence in him , which at one time had rather waned , was fully restored since his belief in Alfred Inglethorp 's innocence had been so triumphantly vindicated .","I felt the real murderer should now be easier to determine .","neutral"
"( Kohler 's Dictionary for Accountants ) CONTRACT AUTHORITY - Contract authority is a subset of budget authority .","Contract authority must be granted by the financial authority .","neutral"
"The company once assembled , Poirot rose from his seat with the air of a popular lecturer , and bowed politely to his audience .","Poirot rose from his seat , bowed and started addressing the audience .","neutral"
"It will be a pleasure dressing Jane .","Dressing Jane will be enjoyable .","entailment"
"Engakuji is Kamakura 's largest temple complex ; often wracked by fire and earthquake , 17 of the original 46 buildings have survived .","None of the original buildings in Engakuji are still remaining .","contradiction"
"In applying this requirement , the following factors may influence the auditors ' assessment of control","The influence of the following factors is possible .","entailment"
"do they live close by","Is their house near here ?","entailment"
"History defies laws .","Laws are weak when talking about the past and the future .","neutral"
"Now conservatives are fighting back .","Conservatives are battling now .","entailment"
"the uncompromising Vel ? ¡ zquez portrait of ugly Queen Marianna of Austria ; El Greco 's powerfully mystic Christ on the Crose Ribera 's gruesomely good-humored The Club Foot .","El Greco was a extremely famous Spanish painter whose work was often religious .","neutral"
"There are good road connections between Sant Antoni and both CaleT ? ¡ rida and CaleBadella , with the result that both bays have now been developed .","With the good road connections , both bays have been developed .","entailment"
"and if you yeah if you want to so at least you you know you wouldn 't have any surprises you can order any type of you know service you want but you stand a good chance you know having to pick up at least part of the bill yourself","You may have to foot the bill if you order any service you want .","entailment"
"The individual artisans ' shops are no longer here , but you can visit a silk-weaving factory , a ceramics plant , and the Foshan Folk Art Studio , where you can observe workers making Chinese lanterns , carving sculptures , painting scrolls , and cutting intricate designs in paper .","Workers carve sculptures and paint scrolls with great enthusiasm .","neutral"
"Really , Sir Ernest , protested the judge , "" these questions are not relevant . "" Sir Ernest bowed , and having shot his arrow proceeded .","Sir Ernest bent his head slightly , and continued .","entailment"
"The house is surprisingly small and simple , with one bedroom , a tiny kitchen , and a couple of social rooms .","The house is very large and boasts over ten bedrooms , a huge kitchen , and a full sized olympic pool .","contradiction"
"Fiction has its glories , but concealment is merely squalid .","Hiding things is just dirty , whereas there is glory in fiction","entailment"
"um but i think in time come you 're going to see that happening you 're going to see um where the high risk people pay a premium but they have to find a way to prove it","It would take some time before high-risk people start paying a premium .","neutral"
"Are there children who need to be entertained ?","No children ever want to be entertained .","contradiction"
"Hopefully , Wall Street will take voluntary steps to address these issues before it is forced to act .","Wall Street is facing issues , that need to be addressed .","entailment"
"okay pro football i like two teams one the New York Giants and the second is the Raiders","The New York Giants and Raiders are my favorite teams in football .","entailment"
"He 'd stopped wondering and now accepted ; he meant to get away from here at the first chance and he was somehow sure he could .","The doctors office was a terrible place and he wanted out .","neutral"
"yeah it 's strange because well it it 's not strange because i use to be the same way and i 'm even to this day you know some vegetables really turn me off but when you read so much information that says this is a healthier way to go you know and this is what your body wants this is what your body really needs and when you think about what is what 's the real reason your eating i know i know it 's for taste because i 'm boy am i a taste person but","i 'm a taste person and all vegetables taste very nice unlike other types of food","contradiction"
"in public places there is one state that does that by the way","in public places there are absolutely no place that does that","contradiction"
"Once , Las Vegas showrooms were filled with top entertainment headliners , comedians , production shows , and dancing girls that could be enjoyed at a very low price .","Due to inflation and the production value , Las Vegas shows now cost more to see .","neutral"
"uh stick on those things and they can just all that 's all they have to do i mean that wouldn 't cost a great deal of money and uh","It wouldn 't cost them much money to just stick on those things .","entailment"
"we have gone on trips we 've bathed in streams","In addition to bathing in streams , we 've also gone to spas and saunas .","neutral"
"On the mainland , an invasion of even greater significance followed in 1580 , when Philip II of Spain proclaimed himself king of Portugal and marched his armies across the border .","Philip II of Spain invaded Portugal .","entailment"
"This involves a morning or afternoon of theory and shallow-water work , giving you an opportunity to try out the basic techniques before committing yourself a full open-water course .","You won 't get a chance to try out basic techniques with theory or anything .","contradiction"
"Initiatives completed under Phase I of the Plan include the","There is no Phase 1 of the plan as it will all be conducted in one step .","contradiction"
"yeah well i 'm well i 'm definitely for it","I am certainly in agreement with it .","entailment"
"yeah yeah glad to see y 'all taken care of well the i think what changed everything and uh is uh y 'all were y 'all the only ones that make any money for TI here in the last two years","In the past few years , no one has made any money for TI .","contradiction"
"But what he means by what he shows is anybody 's guess .","His presentation was extremely clear .","contradiction"
"you know and held over for trial","Released and no trial .","contradiction"
"I tipped it upside down .","I turned it over .","entailment"
"Continue along this road to reach the pretty coastal town of Molyvos ( also known by its ancient name , Mithymna ) , a popular spot for tourists .","Molyvos is a run down town in the center of the region , not popular at all with tourists .","contradiction"
"For a screening test , high sensitivity is the most desirable parameter .","They wanted to have low sensitivity .","contradiction"
"What involvement did other key players have in connection with these accountability failures ?","Nobody was concerned about the failures .","contradiction"
"In the violet shade of morning , Ca 'daan saw Adrin standing on the dunes in sword practice .","Adrin was lost in the night as a swordsman chased after him that many knew as "" Ca 'daan "" .","contradiction"
"i bet even my cats could do that","My cats could probably do that because they are brilliant .","neutral"
"Southeast of Saint-Jean-de-Luz is Ascain , with a village square surrounded by enchanting 17th-century houses and a typical wooden-galleried church .","The church was built in the 20th century .","contradiction"
"He distinctly said you were to repair the sky .","He only muttered something about splitting the sky .","contradiction"
"Lorenzo the Magnificent and brother Giuliano lie in simple tombs beneath the sculptor 's Madonna and Child , flanked by lesser artists ' statues of the family patron saints Cosmas and Damian .","Lorenzo and Giuliano were related to one another .","entailment"
"They watched me constantly for weeks .","They left me on my own for weeks .","contradiction"
"It has a staff of about 100 employees , including attorneys and support staff , in 10 branch offices .","The 10 branches had close to 100 employees .","entailment"
"First we applied three alternative concentrationresponse ( C-R ) functions to estimate premature mortality incidence .","No CR functions were applied to the incidence .","contradiction"
"All we 've done is checked that the first two creditors divided their collective share of $ 125 appropriately","The first two creditors divided their shares correctly .","entailment"
"However , little evidence remains of that era some ceramics in the museum , a few fortifications , a network of irrigation ditches .","There is little evidence left of that era .","entailment"
", chief knowledge officers or chief technical officers ) that diffuse responsibility across several senior-level managers .","Chief officers often spread their responsibility among senior-level managers .","entailment"
"oh no well i don 't find a lot of time to watch TV and a lot of the time i find it during the day when i 'm rocking my little girl to sleep so i watch a lot of reruns old shows","I enjoy watching the old reruns because I find them calming .","neutral"
"so that will definitely help in taxes and what you will get back","You 'll probably get a lot bigger refund .","neutral"
"The smart Annie was not in evidence .","The clever Annie was not in proof .","entailment"
"Yes , Mistuh Reese , suh ?","THe slave spoke to Mr Reece .","neutral"
"At the heart of the sanctuary , a small granite shrine once held the sacred barque of Horus himself .","Horus has a shrine .","entailment"
"Postal Service 's domestic rates for First-Class and Priority Mail to the inbound mail distribution described above .","Usps domestic rates for priority and first class mail ate described above .","entailment"
"do you like um any rock and roll at all","So you don 't like rock and roll ?","contradiction"
"Dining room , grill , pub .","It has a dining room but no grill .","contradiction"
"What have you , my friend , he cried , "" that you remain there like , how do you say it ? , ah , yes , the stuck pig ? "" I explained that I was afraid of obliterating any foot-marks .","I didn 't say anything when he asked me that question .","contradiction"
