"text0","text1","label"
"Wie hieß der erste Präsident von Amerika","Katara Hospitality","0"
"Was ist der Name des Colleges in ""Ich glaub’, mich tritt ein Pferd""?","faber college","1"
"Was ist der Name des Colleges in ""Ich glaub’, mich tritt ein Pferd""?","Dale","0"
"Die Schauspieler im Film ""Nur noch 60 Sekunden""?","Angelina Jolie","1"
"Die Schauspieler im Film ""Nur noch 60 Sekunden""?","Timberline Lodge","0"
"wer ist der gott der unterwelt in der griechischen mytholgie","Hades","1"
"wer ist der gott der unterwelt in der griechischen mytholgie","Klaus Badelt","0"
"Wann hat ""nicht angelächelt an mich"" komm raus","2017-08-11","1"
"Wann hat ""nicht angelächelt an mich"" komm raus","2014","0"
"wer spielte Charlene Darling in der Andy Griffith Show","Maggie Peterson","1"
"wer spielte Charlene Darling in der Andy Griffith Show","Jean Stapleton","0"
"Welcher ist der größte See Neuseelands?","Lake Taupo","1"
"Welcher ist der größte See Neuseelands?","Stipe Miocic","0"
"Wer spielte die Rolle von Harley Quinn in 'Suicide Squad'","Margot Robbie","1"
"Wer spielte die Rolle von Harley Quinn in 'Suicide Squad'","Walmart","0"
"Wie groß ist die Bevölkerung des Staates Maine?","1338000.0","1"
"Wie groß ist die Bevölkerung des Staates Maine?","9216.0","0"
"Wer spielte ""tj"" in "" head of the class""","Billy Connolly","1"
"Wer spielte ""tj"" in "" head of the class""","Buzz Aldrin","0"
"Wer spielte Peter Quill in Guardians of the Galaxy","Chris Pratt","1"
"Wer spielte Peter Quill in Guardians of the Galaxy","You've Made Me So Very Happy","0"
"wann wurde das samsung galaxy s6 edge herausgegeben","2015-04-10","1"
"wann wurde das samsung galaxy s6 edge herausgegeben","1975-06-20","0"
"100 Dinge, die vor der Besetzung der High School zu tun waren","Jack DeSena","1"
"100 Dinge, die vor der Besetzung der High School zu tun waren","Shin’ya Yamanaka","0"
"Wer  singt, jemanden den ich kannte","Gotye","1"
"Wer  singt, jemanden den ich kannte","Vereinigte Staaten","0"
"Wer hat Amerika im Unabhängigkeitskrieg gekämpft?","Großbritannien","1"
"Wer hat Amerika im Unabhängigkeitskrieg gekämpft?","Georg Solti","0"
"Wann sind Bennie und die Jets rausgekommen?","2000","1"
"Wann sind Bennie und die Jets rausgekommen?","1833","0"
"Wer sang das Lied I love the nightlife","Alicia Bridges","1"
"Wer sang das Lied I love the nightlife","Chiwetel Ejiofor","0"
"Wer war bekannt als "" the maid of orleans""","Jeanne d’Arc","1"
"Wer war bekannt als "" the maid of orleans""","The Animals","0"
"Wer lief die erste U-Bahn vier Minuten Meile","Roger Bannister","1"
"Wer lief die erste U-Bahn vier Minuten Meile","Richard Boone","0"
"wer sang i've got spurs that jingle jangle jingle","Gene Autry","1"
"wer sang i've got spurs that jingle jangle jingle","Cristiano Ronaldo","0"
"was war die erste schlacht im vietnamkrieg","Schlacht im Ia-Drang-Tal","1"
"was war die erste schlacht im vietnamkrieg","Midwayinseln","0"
"wer spielte in diesem jahr im super bowl","Los Angeles Rams","1"
"wer spielte in diesem jahr im super bowl","Robert der Mönch","0"
"Name des aktuellen Surgeon General der Vereinigten Staaten","Jerome Adams","1"
"Name des aktuellen Surgeon General der Vereinigten Staaten","Franklin Delano Roosevelt","0"
"wer spielte rachel im original blade runner","Sean Young","1"
"wer spielte rachel im original blade runner","AC/DC","0"
"wo befindet sich die längste brücke in den vereinigten staaten","Lake Pontchartrain","1"
"wo befindet sich die längste brücke in den vereinigten staaten","Bauchspeicheldrüsenkrebs","0"
"Wer hat den Vatertag erfunden","Sonora Smart Dodd","1"
"Wer hat den Vatertag erfunden","John Hancock","0"
"wo kommt der Nachname Guzman ursprünglich her","Spanien","1"
"wo kommt der Nachname Guzman ursprünglich her","Kris Kristofferson","0"
"Wer singt das Lied ""Bitte geh' nicht""?","KC and the Sunshine Band","1"
"Wer singt das Lied ""Bitte geh' nicht""?","Cole Porter","0"
"wer hält den Rekord über die meisten ruhsing yards","Adrian Peterson","1"
"wer hält den Rekord über die meisten ruhsing yards","Disturbed","0"
"wer ist der meistabonnierte youtuber der welt","T-Series","1"
"wer ist der meistabonnierte youtuber der welt","Keanu Reeves","0"
"schlägt Full House eine straight im Poker","yes","1"
"schlägt Full House eine straight im Poker","no","0"
"Welcher Radiosender überträgt die pittsburgh pirates","Entity/Phrase: KDKA-FM","1"
"Welcher Radiosender überträgt die pittsburgh pirates","The Four Seasons","0"
"Wer singt 'Take a look at me now'","Phil Collins","1"
"Wer singt 'Take a look at me now'","John Beilein","0"
"Back in the High Life Again","Steve Winwood","1"
"Back in the High Life Again","Ron Howard","0"
"wer singt going to the chapel and we're gonna get married","The Dixie Cups","1"
"wer singt going to the chapel and we're gonna get married","Hekate","0"
"aus was ist die amerikanische flagge gemacht","Nylon","1"
"aus was ist die amerikanische flagge gemacht","Nicole Scherzinger","0"
"wer singt come together right now over me","The Beatles","1"
"wer singt come together right now over me","John Jay","0"
"Wer ist der Hauptdarsteller in der Fernsehserie Arrow","Katie Cassidy","1"
"Wer ist der Hauptdarsteller in der Fernsehserie Arrow","Danny Lloyd","0"
"Wer hat die beste Bilanz in der major league?","New York Yankees","1"
"Wer hat die beste Bilanz in der major league?","Kalifornien","0"
"wer spielte die Schöne in der Schönheit und das Biest","Emma Watson","1"
"wer spielte die Schöne in der Schönheit und das Biest","Shir Khan","0"
"Wann wurde ""While My Guitar Gently Weeps"" geschrieben?","1968","1"
"Wann wurde ""While My Guitar Gently Weeps"" geschrieben?","1997-07-25","0"
"wer sang das Lied Fuchs auf der Flucht","The Sweet","1"
"wer sang das Lied Fuchs auf der Flucht","Südsudan","0"
"was ist 10 hoch 10","10000000000.0","1"
"was ist 10 hoch 10","7.0","0"
"wie hoch war die magnitude des northridge-erdbeben","6.7","1"
"wie hoch war die magnitude des northridge-erdbeben","518342017.0","0"
"Wer singt ""Bar tender I really did it this time""?","Rehab","1"
"Wer singt ""Bar tender I really did it this time""?","A. P. J. Abdul Kalam","0"
"Was ist die aktuelle Bevölkerung von Phoenix, Arizona ?","1626000.0","1"
"Was ist die aktuelle Bevölkerung von Phoenix, Arizona ?","600.0","0"
"Wer hat die meisten Grammys aller Zeiten","Georg Solti","1"
"Wer hat die meisten Grammys aller Zeiten","Gloria Shayne Baker","0"
"wann haben sie die freiheitsstatue gebaut","1875-09","1"
"wann haben sie die freiheitsstatue gebaut","April 1986","0"
"Welcher war der erste Film in Farbe?","Mit unserem König und unserer Königin durch Indien","1"
"Welcher war der erste Film in Farbe?","Sowjetunion","0"
"Wie viele Folgen hat die zweite Staffel von My Hero Academia","25.0 Episode","1"
"Wie viele Folgen hat die zweite Staffel von My Hero Academia","152.6 Meile","0"
"Wann erscheint der Spielplan der premier league","2019-06-13","1"
"Wann erscheint der Spielplan der premier league","2008-07-18","0"
"Wer singt das Lied sugar pie honey bunch","Four Tops","1"
"Wer singt das Lied sugar pie honey bunch","Vereinigte Staaten","0"
"what is the prize for winning so you think you can dance","250000.0 US-Dollar","1"
"what is the prize for winning so you think you can dance","6.0 other currency","0"
"wer singte  das lied  flieg mich zum Mond","Frank Sinatra","1"
"wer singte  das lied  flieg mich zum Mond","Golden Earring","0"
"wann erschien power rangers mystic force","2006-02-20","1"
"wann erschien power rangers mystic force","1984","0"
"Wie viele NBA-Spiele spielt jedes Team?","82.0","1"
"Wie viele NBA-Spiele spielt jedes Team?","9.5","0"
"Wer ist das Mädchen, das in Fifty shades of Grey spielt?","Dakota Johnson","1"
"Wer ist das Mädchen, das in Fifty shades of Grey spielt?","Vladimir Guerrero","0"
"Wer macht die Stimme von Vinnie in Family Guy","Tony Sirico","1"
"Wer macht die Stimme von Vinnie in Family Guy","Delaware","0"
"wer sang what doesn't kill you makes you stronger","Kelly Clarkson","1"
"wer sang what doesn't kill you makes you stronger","Alexandria Ocasio-Cortez","0"
"Wer hat in den vergangenen fünf Jahren die World Series gewonnen","Houston Astros","1"
"Wer hat in den vergangenen fünf Jahren die World Series gewonnen","Musik aus Punjab","0"
"Wann kam 'Call of Duty: World at War' heraus?","2008-11-11","1"
"Wann kam 'Call of Duty: World at War' heraus?","2004","0"
"Wer hat das Lied gesungen? In welchem ​​Zustand war mein Zustand?","Bettye LaVette","1"
"Wer hat das Lied gesungen? In welchem ​​Zustand war mein Zustand?","Mary Louise Kelly","0"
"wer spielte die mutter in dieser 70er show","Debra Jo Rupp","1"
"wer spielte die mutter in dieser 70er show","Republikanische Partei","0"
"Wie viele Einwohner hat sumter south carolina","39982.0","1"
"Wie viele Einwohner hat sumter south carolina","3.0","0"
"Wann findet die gay parade in chicago illinois statt","2019-06-30","1"
"Wann findet die gay parade in chicago illinois statt","2009-12-03","0"
"wer spielte gaston in dem film die schöne und das biest","Luke Evans","1"
"wer spielte gaston in dem film die schöne und das biest","Ashleigh Barty","0"
"Wie viele heilige Pflichttage gibt es in der katholischen Kirche?","6.0","1"
"Wie viele heilige Pflichttage gibt es in der katholischen Kirche?","17.0","0"
"hat es jemals einen Hurrikan namens kathy gegeben","yes","1"
"hat es jemals einen Hurrikan namens kathy gegeben","no","0"
"wer sang das lied have you ever seen the rain","Creedence Clearwater Revival","1"
"wer sang das lied have you ever seen the rain","Scott Servais","0"
"Wann wurde die Erklärung der Menschenrechte geschrieben?","1948","1"
"Wann wurde die Erklärung der Menschenrechte geschrieben?","1982","0"
"wo wird die fernsehshow fremder dinge gefilmt?","Atlanta","1"
"wo wird die fernsehshow fremder dinge gefilmt?","Whitesnake","0"
"Wer schrieb das Lied you broke up with me","Walker Hayes","1"
"Wer schrieb das Lied you broke up with me","Michael Constantine","0"
"Was ist die heißeste in New York gemessene Temperatur?","108.0 Fahrenheit-Skala","1"
"Was ist die heißeste in New York gemessene Temperatur?","8486.0 Meter","0"
"wer hat im moment die mehrheit im kongress","Republikanische Partei","1"
"wer hat im moment die mehrheit im kongress","Eric Clapton","0"
"Wo fand die Schlacht von Gettysburg statt?","Pennsylvania","1"
"Wo fand die Schlacht von Gettysburg statt?","Larry Henley","0"
"Wann habe die chicago cubs die world series gewonnen","2016","1"
"Wann habe die chicago cubs die world series gewonnen","1998","0"
"Wer hat  letztes Jahr in die erste Liga aufgestiegen","Cardiff City","1"
"Wer hat  letztes Jahr in die erste Liga aufgestiegen","James Otis","0"
"Welches Wort hat in der englischen Sprache die meisten Silben","Pneumonoultramicroscopicsilicovolcanoconiosis","1"
"Welches Wort hat in der englischen Sprache die meisten Silben","Kaliumiodid","0"
"wer hält den weltrekord für am längsten den atem anhalten","Tom Sietas","1"
"wer hält den weltrekord für am längsten den atem anhalten","Maine","0"
"wer war der böse typ in guardians of the galaxy","Ronan, der Ankläger","1"
"wer war der böse typ in guardians of the galaxy","Connie Nielsen","0"
"wann hat nadal zum letzten mal wimbledon gewonnen","2010","1"
"wann hat nadal zum letzten mal wimbledon gewonnen","2019-06-30","0"
"Wer spielt Avery in Hund mit Blog","Genevieve Hannelius","1"
"Wer spielt Avery in Hund mit Blog","Katy Perry","0"
"wer schrieb das Gedicht Funkeln Funkeln kleiner Stern","Jane Taylor","1"
"wer schrieb das Gedicht Funkeln Funkeln kleiner Stern","George Matheson","0"
"Wer singt ""never met a girl like you before""?","Edwyn Collins","1"
"Wer singt ""never met a girl like you before""?","Nirmala Sitaraman","0"
"Wann erschien der Film Black Panther","2018-02-16","1"
"Wann erschien der Film Black Panther","1776-07-02","0"
"Wer hat Johnny Cash in Walk the Line gespielt","Joaquin Phoenix","1"
"Wer hat Johnny Cash in Walk the Line gespielt","The Jordanaires","0"
"Wer singt 'All i need is the air that i breathe'","The Hollies","1"
"Wer singt 'All i need is the air that i breathe'","Präfektur Tokio","0"
"Wer sang "" didn't i blow your mind this time""","The Delfonics","1"
"Wer sang "" didn't i blow your mind this time""","Paulus von Tarsus","0"
"Wann kam ""Charlie und die Schokoladenfabrik"" heraus?","2005-07-10","1"
"Wann kam ""Charlie und die Schokoladenfabrik"" heraus?","2013","0"
"was ist das legale trinkalter in der türkei","18.0 Jahr","1"
"was ist das legale trinkalter in der türkei","112.0 Meile","0"
"Hat Tom Cruise in Rock of Ages gesungen.","yes","1"
"Hat Tom Cruise in Rock of Ages gesungen.","no","0"
"Wo befindet sich die Golf Hall of Fame?","Vereinigte Staaten","1"
"Wo befindet sich die Golf Hall of Fame?","John Farrar","0"
"wann wurde beauty and the beast am broadway zum ersten mal aufgeführt","1994-04-18","1"
"wann wurde beauty and the beast am broadway zum ersten mal aufgeführt","2020-06-26","0"
"Wo findet Captain America Winter Soldier statt","Washington, D.C.","1"
"Wo findet Captain America Winter Soldier statt","James Cook","0"
"wer ist die älteste lebende person jemals verzeichnet","Jeanne Calment","1"
"wer ist die älteste lebende person jemals verzeichnet","Jonathan Tunick","0"
"Wie heißen die Matrix Filme","Matrix-Trilogie","1"
"Wie heißen die Matrix Filme","Zebulon Pike","0"
"was war die letzte vulkanische eruption in den vereinigten staaten","2018","1"
"was war die letzte vulkanische eruption in den vereinigten staaten","1994-04-15","0"
"Welches war das längste Spiel im Major League Baseball der Geschichte?","Längstes professionelles Baseball Spiel","1"
"Welches war das längste Spiel im Major League Baseball der Geschichte?","Dustin Colquitt","0"
"wer ist der first baseman der yankees","Edwin Encarnación","1"
"wer ist der first baseman der yankees","Chris Evans","0"
"Wie viele NFL Football Teams gibt es in Kalifornien","4.0","1"
"Wie viele NFL Football Teams gibt es in Kalifornien","18.0","0"
"Wann betrat die Menschheit den Mond?","Juli 20, 1969","1"
"Wann betrat die Menschheit den Mond?","1990-09-10","0"
"wieviele ivy league unis gibt es in den usa","8.0","1"
"wieviele ivy league unis gibt es in den usa","5.0","0"
"Wer sang das Lied Walk like a man","Frankie Valli","1"
"Wer sang das Lied Walk like a man","The Rembrandts","0"
"Wer schrieb ""take it to the limit "" von The Eagles","Randy Meisner","1"
"Wer schrieb ""take it to the limit "" von The Eagles","Lou Rawls","0"
"Wer ist der älteste NBA-Spieler, der immer noch spielt?","Vince Carter","1"
"Wer ist der älteste NBA-Spieler, der immer noch spielt?","T-Series","0"
"Wer spielt Onkel Josh in Mädchen trifft Welt","Uriah Shelton","1"
"Wer spielt Onkel Josh in Mädchen trifft Welt","Cristiano Ronaldo","0"
"wie gross ist der umfang der erde am äquator","7917.5 Meile","1"
"wie gross ist der umfang der erde am äquator","18.0 Jahr","0"
"Wer hat Chelsea bei two and a half men gespielt","Jennifer Taylor","1"
"Wer hat Chelsea bei two and a half men gespielt","Waterloo","0"
"Wie viele US-Truppen sind im Vietnamkrieg gestorben?","58220.0","1"
"Wie viele US-Truppen sind im Vietnamkrieg gestorben?","6.0","0"
"Von wem stammt der Ausdruck 'Sei weder Borger noch Verleiher'","Polonius","1"
"Von wem stammt der Ausdruck 'Sei weder Borger noch Verleiher'","Nikita Sergejewitsch Chruschtschow","0"
"Wer sang das Lied jim dandy to the rescue","Black Oak Arkansas","1"
"Wer sang das Lied jim dandy to the rescue","Julianne Moore","0"
"wo ist das größte geschäft auf der welt","Südkorea","1"
"wo ist das größte geschäft auf der welt","Briten","0"
"Wer ist der höchstbezahlte MLB Baseball-Spieler?","Mike Trout","1"
"Wer ist der höchstbezahlte MLB Baseball-Spieler?","Roundhead","0"
"wer sang those were the days my friends","Mary Hopkin","1"
"wer sang those were the days my friends","Nagaland","0"
"Wann wurden die raiders of the lost ark herausgekommen ?","1981-06-12","1"
"Wann wurden die raiders of the lost ark herausgekommen ?","1982","0"
"wer spielt gandalf im herrn der ringe","Ian McKellen","1"
"wer spielt gandalf im herrn der ringe","Auburn Tigers football","0"
"Wer diese Stiefel sang, war zum Laufen gemacht","Nancy Sinatra","1"
"Wer diese Stiefel sang, war zum Laufen gemacht","Chicago","0"
"Wer hat den größten Jumbotron in der NFL?","Houston Texans","1"
"Wer hat den größten Jumbotron in der NFL?","Chicago","0"
"Wer spielt Will Horton in Zeit der Sehnsucht","Dylan Patton","1"
"Wer spielt Will Horton in Zeit der Sehnsucht","Dustin the Turkey","0"
"wer sind die senatoren vom staat kalifornien","Dianne Feinstein","1"
"wer sind die senatoren vom staat kalifornien","Asien","0"
"wer sang das lied first time ever i saw your face","Roberta Flack","1"
"wer sang das lied first time ever i saw your face","Fall Out Boy","0"
"Wie schwer ist ein iphone 7","4.87 Ounce","1"
"Wie schwer ist ein iphone 7","18.0 Jahr","0"
"Wer ersetzte Johnny Carson ind der 'Tonight Show'","Jay Leno","1"
"Wer ersetzte Johnny Carson ind der 'Tonight Show'","Reggie Miller","0"
"Wie viele Eckpunkte hat eine quadratische Pyramide?","5.0","1"
"Wie viele Eckpunkte hat eine quadratische Pyramide?","1000.0","0"
"Wann gewannen die Yankees zuletzt eine World Series","2009","1"
"Wann gewannen die Yankees zuletzt eine World Series","1983","0"
"Wer spielte in 'The Day the Earth stood still'","Michael Rennie","1"
"Wer spielte in 'The Day the Earth stood still'","Rosco P. Coltrane","0"
"wer sang wake me up before you go go","Wham!","1"
"wer sang wake me up before you go go","Wings","0"
"Was ist die Höhenlage von Las Vegas Nevada","610.0 Meter","1"
"Was ist die Höhenlage von Las Vegas Nevada","47.0 Meter","0"
"Zu welchem Bezirk gehört Cherry Hill, New Jersey?","Camden County","1"
"Zu welchem Bezirk gehört Cherry Hill, New Jersey?","Sonderverwaltungszone von China","0"
"Wer hat letztes Jahr die National College Football Meisterschaft gewonnen","Alabama Crimson Tide Football","1"
"Wer hat letztes Jahr die National College Football Meisterschaft gewonnen","The Breakfast Club","0"
"Wer schrieb Angst und Schrecken in Las Vegas","Hunter S. Thompson","1"
"Wer schrieb Angst und Schrecken in Las Vegas","Kareem Abdul-Jabbar","0"
"welche air force-basis befindet sich nahe pensacola florida","Naval Air Station Pensacola","1"
"welche air force-basis befindet sich nahe pensacola florida","chemische Verbindung","0"
"Wie heisst Fred Feuersteins Frau","Wilma Feuerstein","1"
"Wie heisst Fred Feuersteins Frau","Oberschenkel","0"
"Wann kam der erste Godzilla Film  heraus?","1954-10-27","1"
"Wann kam der erste Godzilla Film  heraus?","2003-06-21","0"
"Wer hat die meisten Steals in deer Geschichte der NBA gemacht?","John Stockton","1"
"Wer hat die meisten Steals in deer Geschichte der NBA gemacht?","Deana Carter","0"
"Wer hat in Alle lieben Raymond die Frau gespielt","Patricia Heaton","1"
"Wer hat in Alle lieben Raymond die Frau gespielt","Frankie Sullivan","0"
"Wie heißt der neue Star Wars","Star Wars: Der Aufstieg Skywalkers","1"
"Wie heißt der neue Star Wars","Sherman Hemsley","0"
"wer schrieb das lied arms of an angel","Sarah McLachlan","1"
"wer schrieb das lied arms of an angel","Dan Mullen","0"
"wer spielt den eiskönig in adventure time","Tom Kenny","1"
"wer spielt den eiskönig in adventure time","mediales Vorderhirnbündel","0"
"wer ist der trainer der cleveland cavaliers","John Beilein","1"
"wer ist der trainer der cleveland cavaliers","Ethel Merman","0"
"Wann hat Liverpool zuletzt die Premier League gewonnen?","1989","1"
"Wann hat Liverpool zuletzt die Premier League gewonnen?","2020","0"
"wie hieß der hurrikan der puerto rico getroffen hat","Hurrikan Maria","1"
"wie hieß der hurrikan der puerto rico getroffen hat","Katy Mixon","0"
"welcher ist der kleinste staat in den vereinigten staaten von amerika","Rhode Island","1"
"welcher ist der kleinste staat in den vereinigten staaten von amerika","Vereinigte Staaten","0"
"Wer war die älteste Person, die den Mount Everest bestieg.","Yūichirō Miura","1"
"Wer war die älteste Person, die den Mount Everest bestieg.","Jeff Bridges","0"
"wann haben die atlanta braves das letzte mal die world series gewonnen","1995","1"
"wann haben die atlanta braves das letzte mal die world series gewonnen","1959-08-21","0"
"wann hat leicester city die premier league gewonnen","2016","1"
"wann hat leicester city die premier league gewonnen","1986-05-16","0"
"Ab welchem Alter darf man in Kanada Alkohol trinken","18.0","1"
"Ab welchem Alter darf man in Kanada Alkohol trinken","7700000000.0","0"
"Welche Lieder hat Elton John für den König der Löwen geschrieben?","Circle of Life","1"
"Welche Lieder hat Elton John für den König der Löwen geschrieben?","Shalamar","0"
"wer hat letzte saison die relegation in der premier league verloren","Cardiff City","1"
"wer hat letzte saison die relegation in der premier league verloren","Neil Diamond","0"
"Wann wurde Schottland Teil Grossbritanniens","1707","1"
"Wann wurde Schottland Teil Grossbritanniens","1989-04-21","0"
"Wer hat die meisten Tore in der Geschichte der champions league erzielt","Cristiano Ronaldo","1"
"Wer hat die meisten Tore in der Geschichte der champions league erzielt","Ethanol","0"
"wer sagte und jetzt der rest der geschichte","Paul Harvey","1"
"wer sagte und jetzt der rest der geschichte","Power Station","0"
"Wer hat gesungen? Kein Sonnenschein, wenn sie weg ist","Bill Withers","1"
"Wer hat gesungen? Kein Sonnenschein, wenn sie weg ist","Boris Johnson","0"
"Wer gewann das MLB All-Star-Spiel letztes Jahr","American League","1"
"Wer gewann das MLB All-Star-Spiel letztes Jahr","Tony Rich","0"
"Wer sang das Lied ""My Boyfriend's Back""?","The Angels","1"
"Wer sang das Lied ""My Boyfriend's Back""?","Tatyana Ali","0"
"wer sang when you say nothing at all","Ronan Keating","1"
"wer sang when you say nothing at all","Glenn Frey","0"
"Welcher Turner, welche Turnerin gewann die meisten Auszeichungen aller Zeiten","Simone Biles","1"
"Welcher Turner, welche Turnerin gewann die meisten Auszeichungen aller Zeiten","Ägypten","0"
"Wo beginnt und endet der Columbia River?","Columbia Lake","1"
"Wo beginnt und endet der Columbia River?","Sherman Hemsley","0"
"was ist die größte messe in den usa","Minnesota State Fair","1"
"was ist die größte messe in den usa","Meesha Shafi","0"
"wer hat eine rote nase chip oder dale","Dale","1"
"wer hat eine rote nase chip oder dale","A","0"
"wer spielte in Rückkehr zum Planet der Affen mit","Charlton Heston","1"
"wer spielte in Rückkehr zum Planet der Affen mit","Carousel","0"
"wer singt das country lied how do you like me now","Toby Keith","1"
"wer singt das country lied how do you like me now","Anthony Davis","0"
"Wo wurde 'Orange is the new Black' aufgenommen","New York","1"
