"text0","text1","label"
"who starred in the movie bridge over the river kwai","Zachary Dean Herron","0"
"what were the names of the knights of the round table","Gareth","1"
"what were the names of the knights of the round table","Biomagnification","0"
"who sings lord it's hard to be humble","Mac Davis","1"
"who sings lord it's hard to be humble","Geoffrey Chaucer","0"
"who sang the song take me to church","Hozier","1"
"who sang the song take me to church","L. Ron Hubbard","0"
"who was the oldest man who ever lived","Jeanne Calment","1"
"who was the oldest man who ever lived","sulfur","0"
"how many times has australia won the cricket world cup","5.0","1"
"how many times has australia won the cricket world cup","17.0","0"
"who sang i will always love you first dolly parton or whitney houston","Porter Wagoner","1"
"who sang i will always love you first dolly parton or whitney houston","heavyweight","0"
"what is the name of the first president of america","George Washington","1"
"what is the name of the first president of america","Katara Hospitality","0"
"what is the name of the college in animal house","faber college","1"
"what is the name of the college in animal house","dale","0"
"actors in the movie gone in 60 seconds","Angelina Jolie","1"
"actors in the movie gone in 60 seconds","Timberline Lodge","0"
"who is the god of the underworld in greek mythology","Hades","1"
"who is the god of the underworld in greek mythology","Klaus Badelt","0"
"when did don't smile at me come out","2017-08-11","1"
"when did don't smile at me come out","2014","0"
"who played charlene darling on the andy griffith show","Maggie Peterson","1"
"who played charlene darling on the andy griffith show","Jean Stapleton","0"
"what is the largest lake in new zealand","Lake Taupo","1"
"what is the largest lake in new zealand","Stipe Miocic","0"
"who played harley quinn in the suicide squad","Margot Robbie","1"
"who played harley quinn in the suicide squad","Walmart","0"
"what is the population of the state of maine","1338000.0","1"
"what is the population of the state of maine","9216.0","0"
"who played tj on head of the class","Billy Connolly","1"
"who played tj on head of the class","Buzz Aldrin","0"
"who played peter quill in guardians of the galaxy","Chris Pratt","1"
"who played peter quill in guardians of the galaxy","You've Made Me So Very Happy","0"
"when was the samsung galaxy s6 edge released","2015-04-10","1"
"when was the samsung galaxy s6 edge released","1975-06-20","0"
"100 things to do before high school cast","Jack DeSena","1"
"100 things to do before high school cast","Shinya Yamanaka","0"
"who sings someone that i used to know","Gotye","1"
"who sings someone that i used to know","United States of America","0"
"who did america fight in the revolutionary war","Great Britain","1"
"who did america fight in the revolutionary war","Georg Solti","0"
"when did bennie and the jets come out","2000","1"
"when did bennie and the jets come out","1833","0"
"who sang the song i love the nightlife","Alicia Bridges","1"
"who sang the song i love the nightlife","Chiwetel Ejiofor","0"
"who was known as the maid of orleans","Joan of Arc","1"
"who was known as the maid of orleans","The Animals","0"
"who ran the first sub four minute mile","Roger Bannister","1"
"who ran the first sub four minute mile","Richard Boone","0"
"who sang i've got spurs that jingle jangle jingle","Gene Autry","1"
"who sang i've got spurs that jingle jangle jingle","Cristiano Ronaldo","0"
"what was the first battle in the vietnam war","Battle of Ia Drang","1"
"what was the first battle in the vietnam war","Midway Atoll","0"
"who played in this year's super bowl","Los Angeles Rams","1"
"who played in this year's super bowl","Robert the Monk","0"
"who is the current surgeon general of the united states","Jerome Adams","1"
"who is the current surgeon general of the united states","Franklin Delano Roosevelt","0"
"who played rachel in the original blade runner","Sean Young","1"
"who played rachel in the original blade runner","AC/DC","0"
"where is the longest bridge in the united states located","Lake Pontchartrain","1"
"where is the longest bridge in the united states located","pancreatic cancer","0"
"who came up with the idea of father's day","Sonora Smart Dodd","1"
"who came up with the idea of father's day","John Hancock","0"
"where does the last name guzman originate from","Spain","1"
"where does the last name guzman originate from","Kris Kristofferson","0"
"who sings the song please don't go","KC and the Sunshine Band","1"
"who sings the song please don't go","Cole Porter","0"
"who holds the record for most rushing yards in a game","Adrian Peterson","1"
"who holds the record for most rushing yards in a game","Disturbed","0"
"who is the most subscribed youtuber in the world","T-Series","1"
"who is the most subscribed youtuber in the world","Keanu Reeves","0"
"does full house beat a straight in poker","yes","1"
"does full house beat a straight in poker","no","0"
"what radio station are the pittsburgh pirates on","KDKA-FM","1"
"what radio station are the pittsburgh pirates on","The Four Seasons","0"
"who sings take a look at me now","Phil Collins","1"
"who sings take a look at me now","John Beilein","0"
"who sings back in the high life again","Steve Winwood","1"
"who sings back in the high life again","Ron Howard","0"
"who sings going to the chapel and we're gonna get married","The Dixie Cups","1"
"who sings going to the chapel and we're gonna get married","Hecate","0"
"what is the american flag made out of","nylon","1"
"what is the american flag made out of","Nicole Scherzinger","0"
"who sings come together right now over me","The Beatles","1"
"who sings come together right now over me","John Jay","0"
"who is the main actor in the show arrow","Katie Cassidy","1"
"who is the main actor in the show arrow","Danny Lloyd","0"
"who has the best record in the major league","New York Yankees","1"
"who has the best record in the major league","Furnace Creek Inn and Ranch Resort","0"
"who played belle in beauty and the beast","Emma Watson","1"
"who played belle in beauty and the beast","Shere Khan","0"
"when was while my guitar gently weeps written","1968","1"
"when was while my guitar gently weeps written","1997-07-25","0"
"who sang the song fox on the run","The Sweet","1"
"who sang the song fox on the run","South Sudan","0"
"what is 10 to the power of 10","10000000000.0","1"
"what is 10 to the power of 10","7.0","0"
"what was the magnitude of the northridge earthquake","6.7","1"
"what was the magnitude of the northridge earthquake","518342017.0","0"
"who sings bartender i really did it this time","Rehab","1"
"who sings bartender i really did it this time","A. P. J. Abdul Kalam","0"
"what is the current population of phoenix arizona","1626000.0","1"
"what is the current population of phoenix arizona","600.0","0"
"who has the most grammys of all time","Georg Solti","1"
"who has the most grammys of all time","Gloria Shayne Baker","0"
"when did they build the statue of liberty","1875-09","1"
"when did they build the statue of liberty","april 1986","0"
"what was the first movie to have color","With Our King and Queen Through India","1"
"what was the first movie to have color","Soviet Union","0"
"how many episodes are in season two of my hero academia","25.0 episodes","1"
"how many episodes are in season two of my hero academia","152.6 miles","0"
"when does the premier league schedule come out","2019-06-13","1"
"when does the premier league schedule come out","2008-07-18","0"
"who sings the song sugar pie honey bunch","Four Tops","1"
"who sings the song sugar pie honey bunch","United States of America","0"
"what is the prize for winning so you think you can dance","250000.0 US dollars","1"
"what is the prize for winning so you think you can dance","6.0 other currency","0"
"who sings the song fly me to the moon","Frank Sinatra","1"
"who sings the song fly me to the moon","Golden Earring","0"
"when did power rangers mystic force come out","2006-02-20","1"
"when did power rangers mystic force come out","1984","0"
"how many nba games does each team play","82.0","1"
"how many nba games does each team play","9.5","0"
"who is the girl that plays in fifty shades of grey","Dakota Johnson","1"
"who is the girl that plays in fifty shades of grey","Vladimir Guerrero","0"
"who does the voice of vinnie on family guy","Tony Sirico","1"
"who does the voice of vinnie on family guy","Delaware","0"
"who sang what doesn't kill you makes you stronger","Kelly Clarkson","1"
"who sang what doesn't kill you makes you stronger","Alexandria Ocasio-Cortez","0"
"who won the world series the last five years","Houston Astros","1"
"who won the world series the last five years","Music of Punjab","0"
"when did call of duty world at war come out","2008-11-11","1"
"when did call of duty world at war come out","2004","0"
"who sang the song what condition my condition was in","Bettye LaVette","1"
"who sang the song what condition my condition was in","Ailsa Chang","0"
"who played the mom in that 70s show","Debra Jo Rupp","1"
"who played the mom in that 70s show","Republican Party","0"
"what is the population of sumter south carolina","39982.0","1"
"what is the population of sumter south carolina","3.0","0"
"when is the gay parade in chicago illinois","2019-06-30","1"
"when is the gay parade in chicago illinois","2009-12-03","0"
"who played gaston in the movie beauty and the beast","Luke Evans","1"
"who played gaston in the movie beauty and the beast","Ashleigh Barty","0"
"how many holy days of obligation are there in the catholic church","6.0","1"
"how many holy days of obligation are there in the catholic church","17.0","0"
"has there ever been a hurricane named kathy","yes","1"
"has there ever been a hurricane named kathy","no","0"
"who sang the song have you ever seen the rain","Creedence Clearwater Revival","1"
"who sang the song have you ever seen the rain","Scott Servais","0"
"when was the declaration of human rights written","1948","1"
"when was the declaration of human rights written","1982","0"
"where is the tv show stranger things filmed","Atlanta","1"
"where is the tv show stranger things filmed","Whitesnake","0"
"who wrote the song you broke up with me","Walker Hayes","1"
"who wrote the song you broke up with me","Michael Constantine","0"
"what is the hottest temperature recorded in new york","108.0 °F","1"
"what is the hottest temperature recorded in new york","8486.0 meters","0"
"who has the majority in congress right now","Republican Party","1"
"who has the majority in congress right now","Eric Clapton","0"
"where did the battle of gettysburg take place","Pennsylvania","1"
"where did the battle of gettysburg take place","Larry Henley","0"
"when did chicago cubs win the world series","2016","1"
"when did chicago cubs win the world series","1998","0"
"who got promoted to the premier league last year","Cardiff City F.C.","1"
"who got promoted to the premier league last year","James Otis","0"
"what word in the english language has the most syllables","pneumonoultramicroscopicsilicovolcanoconiosis","1"
"what word in the english language has the most syllables","potassium iodide","0"
"who holds the world record for holding their breath the longest","Tom Sietas","1"
"who holds the world record for holding their breath the longest","Maine","0"
"who was the bad guy in guardians of the galaxy","Ronan the Accuser","1"
"who was the bad guy in guardians of the galaxy","Connie Nielsen","0"
"when was the last time nadal won wimbledon","2010","1"
"when was the last time nadal won wimbledon","2019-06-30","0"
"who plays avery in dog with a blog","G Hannelius","1"
"who plays avery in dog with a blog","Katy Perry","0"
"who wrote the poem twinkle twinkle little star","Jane Taylor","1"
"who wrote the poem twinkle twinkle little star","Indelible Grace","0"
"who sings never met a girl like you before","Edwyn Collins","1"
"who sings never met a girl like you before","Nirmala Sitaraman","0"
"when did the movie black panther come out","2018-02-16","1"
"when did the movie black panther come out","1776-07-02","0"
"who played johnny cash in i walk the line","Joaquin Phoenix","1"
"who played johnny cash in i walk the line","The Jordanaires","0"
"who sings all i need is the air that i breathe","The Hollies","1"
"who sings all i need is the air that i breathe","Tokyo","0"
"who sang didn't i blow your mind this time","The Delfonics","1"
"who sang didn't i blow your mind this time","Paul","0"
"when did charlie and the chocolate factory come out","2005-07-10","1"
"when did charlie and the chocolate factory come out","2013","0"
"what is the legal drinking age in turkey","18.0 years","1"
"what is the legal drinking age in turkey","112.0 miles","0"
"did tom cruise sing in rock of ages","yes","1"
"did tom cruise sing in rock of ages","no","0"
"where is the golf hall of fame located","United States of America","1"
"where is the golf hall of fame located","John Farrar","0"
"when did beauty and the beast open on broadway","1994-04-18","1"
"when did beauty and the beast open on broadway","2020-06-26","0"
"where does captain america winter soldier take place","Washington, D.C.","1"
"where does captain america winter soldier take place","James Cook","0"
"who is the oldest living person ever recorded","Jeanne Calment","1"
"who is the oldest living person ever recorded","Jonathan Tunick","0"
"what are the names of the matrix movies","The Matrix trilogy","1"
"what are the names of the matrix movies","Zebulon Pike","0"
"what was the last volcanic eruption in the united states","2018","1"
"what was the last volcanic eruption in the united states","1994-04-15","0"
"what was the longest major league baseball game in history","Longest professional baseball game","1"
"what was the longest major league baseball game in history","Dustin Colquitt","0"
"who is the first baseman for the yankees","Edwin Encarnación","1"
"who is the first baseman for the yankees","Chris Evans","0"
"how many nfl football teams are in california","4.0","1"
"how many nfl football teams are in california","18.0","0"
"when did the man walk on the moon","july 20, 1969","1"
"when did the man walk on the moon","1990-09-10","0"
"how many ivy league schools are there in the united states","8.0","1"
"how many ivy league schools are there in the united states","5.0","0"
"who sang the song walk like a man","Frankie Valli","1"
"who sang the song walk like a man","The Rembrandts","0"
"who wrote take it to the limit by the eagles","Randy Meisner","1"
"who wrote take it to the limit by the eagles","Lou Rawls","0"
"who is the oldest nba player still playing","Vince Carter","1"
"who is the oldest nba player still playing","T-Series","0"
"who plays uncle josh in girl meets world","Uriah Shelton","1"
"who plays uncle josh in girl meets world","Cristiano Ronaldo","0"
"what is the diameter of the earth at the equator","7917.5 miles","1"
"what is the diameter of the earth at the equator","18.0 years","0"
"who played chelsea on two and a half men","Jennifer Taylor","1"
"who played chelsea on two and a half men","London Waterloo station","0"
"how many us troops died in the vietnam war","58220.0","1"
"how many us troops died in the vietnam war","6.0","0"
"who said neither a borrower or a lender be","Polonius","1"
"who said neither a borrower or a lender be","Nikita Khrushchev","0"
"who sang the song jim dandy to the rescue","Black Oak Arkansas","1"
"who sang the song jim dandy to the rescue","Julianne Moore","0"
"where is the biggest store in the world","South Korea","1"
"where is the biggest store in the world","British people","0"
"who is the highest paid mlb baseball player","Mike Trout","1"
"who is the highest paid mlb baseball player","Roundhead","0"
"who sang those were the days my friends","Mary Hopkin","1"
"who sang those were the days my friends","Nagaland","0"
"when was raiders of the lost ark released","1981-06-12","1"
"when was raiders of the lost ark released","1982","0"
"who plays gandalf in lord of the rings","Ian McKellen","1"
"who plays gandalf in lord of the rings","Auburn Tigers football","0"
"who sang these boots were made for walking","Nancy Sinatra","1"
"who sang these boots were made for walking","Chicago","0"
"who has the biggest jumbotron in the nfl","Houston Texans","1"
"who has the biggest jumbotron in the nfl","Chicago","0"
"who plays will horton on days of our lives","Dylan Patton","1"
"who plays will horton on days of our lives","Dustin the Turkey","0"
"who are the senators from the state of california","Dianne Feinstein","1"
"who are the senators from the state of california","Asia","0"
"who sang the song first time ever i saw your face","Roberta Flack","1"
"who sang the song first time ever i saw your face","Fall Out Boy","0"
"what is the weight of an iphone 7","4.87 ounces","1"
"what is the weight of an iphone 7","18.0 years","0"
"who replaced johnny carson on the tonight show","Jay Leno","1"
"who replaced johnny carson on the tonight show","Reggie Miller","0"
"how many vertices does a square based pyramid have","5.0","1"
"how many vertices does a square based pyramid have","1000.0","0"
"when was the last time the yankees won a world series","2009","1"
"when was the last time the yankees won a world series","1983","0"
"who starred in the day the earth stood still","Michael Rennie","1"
"who starred in the day the earth stood still","Rosco P. Coltrane","0"
"who sang wake me up before you go go","Wham!","1"
"who sang wake me up before you go go","Wings","0"
"what is the elevation in las vegas nevada","610.0 meters","1"
"what is the elevation in las vegas nevada","47.0 meters","0"
"what county is cherry hill new jersey in","Camden County","1"
"what county is cherry hill new jersey in","special administrative region of China","0"
"who won the national college football championship last year","Alabama Crimson Tide football","1"
"who won the national college football championship last year","The Breakfast Club","0"
"who wrote fear and loathing in las vegas","Hunter S. Thompson","1"
"who wrote fear and loathing in las vegas","Kareem Abdul-Jabbar","0"
"what air force base is near pensacola florida","Naval Air Station Pensacola","1"
"what air force base is near pensacola florida","chemical compound","0"
"what is the name of fred flintstones wife","Wilma Flintstone","1"
"what is the name of fred flintstones wife","thigh","0"
"when did the original godzilla movie come out","1954-10-27","1"
"when did the original godzilla movie come out","2003-06-21","0"
"who has the most steals in nba history","John Stockton","1"
"who has the most steals in nba history","Deana Carter","0"
"who played the wife in everybody loves raymond","Patricia Heaton","1"
"who played the wife in everybody loves raymond","Frankie Sullivan","0"
"what's the name of the new star wars","Star Wars Episode IX: The Rise of Skywalker","1"
"what's the name of the new star wars","Sherman Hemsley","0"
"who wrote the song arms of an angel","Sarah McLachlan","1"
"who wrote the song arms of an angel","Dan Mullen","0"
"who plays the ice king in adventure time","Tom Kenny","1"
"who plays the ice king in adventure time","medial forebrain bundle","0"
"who is the coach for the cleveland cavaliers","John Beilein","1"
"who is the coach for the cleveland cavaliers","Ethel Merman","0"
"when did liverpool last win the premier league","1989","1"
"when did liverpool last win the premier league","2020","0"
"what was the name of the hurricane that hit puerto rico","Hurricane Maria","1"
"what was the name of the hurricane that hit puerto rico","Katy Mixon","0"
"what is the smallest state in the united states of america","Rhode Island","1"
"what is the smallest state in the united states of america","United States of America","0"
"who was the oldest person to climb everest","Yūichirō Miura","1"
"who was the oldest person to climb everest","Jeff Bridges","0"
"when was the last time the atlanta braves won the world series","1995","1"
"when was the last time the atlanta braves won the world series","1959-08-21","0"
"when did leicester city win the premier league","2016","1"
"when did leicester city win the premier league","1986-05-16","0"
"what is the age to drink in canada","18.0","1"
"what is the age to drink in canada","7700000000.0","0"
"what songs did elton john write for the lion king","Circle of Life","1"
"what songs did elton john write for the lion king","Shalamar","0"
"who got relegated last season from the premier league","Cardiff City F.C.","1"
"who got relegated last season from the premier league","Neil Diamond","0"
"when did scotland become part of great britain","1707","1"
"when did scotland become part of great britain","1989-04-21","0"
"who has the most goals in champions league history","Cristiano Ronaldo","1"
"who has the most goals in champions league history","ethanol","0"
"who said and now the rest of the story","Paul Harvey","1"
"who said and now the rest of the story","The Power Station","0"
"who sang ain't no sunshine when she's gone","Bill Withers","1"
"who sang ain't no sunshine when she's gone","Boris Johnson","0"
"who won last year's mlb all-star game","American League","1"
"who won last year's mlb all-star game","Tony Rich","0"
"who sang the song my boyfriend's back","The Angels","1"
"who sang the song my boyfriend's back","Tatyana Ali","0"
"who sang when you say nothing at all","Ronan Keating","1"
"who sang when you say nothing at all","Glenn Frey","0"
"who is the most decorated gymnast of all time","Simone Biles","1"
"who is the most decorated gymnast of all time","Egypt","0"
"where does the columbia river start and end","Columbia Lake","1"
"where does the columbia river start and end","Sherman Hemsley","0"
"what's the biggest fair in the united states","Minnesota State Fair","1"
"what's the biggest fair in the united states","Meesha Shafi","0"
"who has a red nose chip or dale","dale","1"
"who has a red nose chip or dale","A","0"
"who starred in beneath the planet of the apes","Charlton Heston","1"
"who starred in beneath the planet of the apes","Carousel","0"
"who sings the country song how do you like me now","Toby Keith","1"
"who sings the country song how do you like me now","Anthony Davis","0"
"where is orange is the new black filmed","New York","1"
"where is orange is the new black filmed","Juice Newton","0"
"where was the movie sense and sensibility filmed","Flete House","1"
"where was the movie sense and sensibility filmed","Jean-Jacques Rousseau","0"
"who is in the movie fifty shades of grey","Jennifer Ehle","1"
"who is in the movie fifty shades of grey","Antonio Fargas","0"
"when did argentina win their first world cup","1978","1"
"when did argentina win their first world cup","2019-12-29","0"
"who is the most successful football club in the world","Real Madrid CF","1"
"who is the most successful football club in the world","frontal lobe","0"
"what day does labor day fall on in 2018","2018-09-03","1"
"what day does labor day fall on in 2018","1988-11-09","0"
"when did the colorado rockies win the world series","2007","1"
"when did the colorado rockies win the world series","1992","0"
"who is the present defense minister of india","Rajnath Singh","1"
"who is the present defense minister of india","Melissa Gilbert","0"
"who does the voiceover on celebs go dating","Rob Beckett","1"
"who does the voiceover on celebs go dating","Bailee Madison","0"
"when did fifty shades of grey come out","2015-02-13","1"
"when did fifty shades of grey come out","2016","0"
"when was the movie chitty chitty bang bang made","1968-12-12","1"
"when was the movie chitty chitty bang bang made","1988","0"
"who wrote the song call me the breeze","JJ Cale","1"
"who wrote the song call me the breeze","Jon Snow","0"
"where does the show the office take place","Pennsylvania","1"
"where does the show the office take place","Post Office Protocol","0"
"when was a league of their own filmed","1992-07-01","1"
"when was a league of their own filmed","1945-02-19","0"
"what element on the periodic table has the highest melting point","carbon","1"
"what element on the periodic table has the highest melting point","Dave Navarro","0"
"who sings we don't need no education","Pink Floyd","1"
"who sings we don't need no education","Samson","0"
"how many amendments are there in the us","27.0","1"
"how many amendments are there in the us","8.0","0"
"who sings everything i do i do for you","Bryan Adams","1"
"who sings everything i do i do for you","George Washington","0"
"how many points does stephen curry have in his career","16315.0","1"
"how many points does stephen curry have in his career","131.0","0"
"where do red ear slider turtles come from","Gulf of Mexico","1"
"where do red ear slider turtles come from","Iridescent shark","0"
"when did free agency start in the nba","1988","1"
"when did free agency start in the nba","2011","0"
"who played in diary of a wimpy kid","Robert Capron","1"
"who played in diary of a wimpy kid","Costco","0"
"who sings the song don't stop thinking about tomorrow","Fleetwood Mac","1"
"who sings the song don't stop thinking about tomorrow","Jack Nicklaus","0"
"what was the price of gas in 1979","0.86 US dollars","1"
"what was the price of gas in 1979","19.0 other unit","0"
"who was the second person to walk on the moon","Buzz Aldrin","1"
"who was the second person to walk on the moon","Faye Dunaway","0"
"who won the world series the most times","New York Yankees","1"
"who won the world series the most times","FireHouse","0"
"how much gold is there in fort knox","147300000.0 ounces","1"
"how much gold is there in fort knox","18.0 24.0 percent","0"
"where is fez from in that 70 show","Home Island","1"
"where is fez from in that 70 show","Maine","0"
"when did persia change its name to iran","1935","1"
"when did persia change its name to iran","1998","0"
"who sings if it's meant to be","Bebe Rexha","1"
"who sings if it's meant to be","Glenn Frey","0"
"who plays count olaf in a series of unfortunate events","Neil Patrick Harris","1"
"who plays count olaf in a series of unfortunate events","New York Islanders","0"
"how far is it from atlanta georgia to mobile alabama","328.1 miles","1"
"how far is it from atlanta georgia to mobile alabama","76.0 80.0 inches","0"
"who sings the song too much time on my hands","Styx","1"
"who sings the song too much time on my hands","Audrey Hepburn","0"
"how many nba titles did michael jordan win","6.0","1"
"how many nba titles did michael jordan win","12.0","0"
"who sang we all live in a yellow submarine","The Beatles","1"
"who sang we all live in a yellow submarine","Kodi Lee","0"
"how far is corpus christi texas to austin texas","216.9 miles","1"
"how far is corpus christi texas to austin texas","4028.0 square miles","0"
"when did lynyrd skynyrd released sweet home alabama","1973","1"
"when did lynyrd skynyrd released sweet home alabama","1981","0"
"when was the last time the guillotine was used in france","1981-09","1"
"when was the last time the guillotine was used in france","2010","0"
"where is wells blue bunny ice cream made","Plymouth","1"
"where is wells blue bunny ice cream made","Betsy DeVos","0"
"when did keeping up with the kardashians air","2007-10-14","1"
"when did keeping up with the kardashians air","2020-11-03","0"
"who sang the song abraham martin and john","The Miracles","1"
"who sang the song abraham martin and john","silicon","0"
"how far is san diego from tijuana mexico","31.9 kilometers","1"
"how far is san diego from tijuana mexico","13.0 percent","0"
"what is the head of the mafia called","crime boss","1"
"what is the head of the mafia called","Scott Skiles","0"
"how many ounces in a handle of vodka","59.2 ounces","1"
"how many ounces in a handle of vodka","80.0 minutes","0"
"when did barbie life in the dreamhouse come out","2012-05-11","1"
"when did barbie life in the dreamhouse come out","2015","0"
"who sang the song i fought the law and the law won","The Clash","1"
"who sang the song i fought the law and the law won","New York","0"
"when were the twin towers in new york city built","2006-04-27","1"
"when were the twin towers in new york city built","221 b.c.","0"
"who played the tin man in the wizard of oz","Jack Haley","1"
"who played the tin man in the wizard of oz","Elizabeth II","0"
"who sang the song i wear my sunglasses at night","Corey Hart","1"
"who sang the song i wear my sunglasses at night","United States Secretary of Homeland Security","0"
"where is the worlds most accurate clock located","North America","1"
"where is the worlds most accurate clock located","Jim Henson's Creature Shop","0"
"when did the original jaws movie come out","1975-06-20","1"
"when did the original jaws movie come out","2019-09-02","0"
"who wrote the song you can leave your hat on","Randy Newman","1"
"who wrote the song you can leave your hat on","Denali","0"
"how many players are on the nfl roster","53.0","1"
"how many players are on the nfl roster","32292.0","0"
"what is the population of williston north dakota","25586.0","1"
"what is the population of williston north dakota","557.0","0"
"what are the names of the arch angels","Gabriel","1"
"what are the names of the arch angels","Judy Garland","0"
"what are all the wizard of oz movies","The Wizard of Oz","1"
"what are all the wizard of oz movies","linear equation","0"
"who was the last us president to be assassinated","John F. Kennedy","1"
"who was the last us president to be assassinated","Piri Reis","0"
"when did they stop making the wheat penny","1958","1"
"when did they stop making the wheat penny","1976","0"
"when was the mgm grand built in las vegas","1993-12-18","1"
"when was the mgm grand built in las vegas","1937","0"
"when did the padres win the world series","1984","1"
"when did the padres win the world series","2013-05-15","0"
"who won the playoffs for the super bowl","Arthurs","1"
"who won the playoffs for the super bowl","James & Bobby Purify","0"
"what are the names of the members in bts","J-Hope","1"
"what are the names of the members in bts","Ontario","0"
"who was the first actual president of the united states","George Washington","1"
"who was the first actual president of the united states","Barry Bonds","0"
"when did the uk join the european union","1973","1"
"when did the uk join the european union","2008-11-11","0"
"what movie is the song a whole new world from","Aladdin","1"
"what movie is the song a whole new world from","Kodandera Madappa Cariappa","0"
"who is the actor that does the allstate commercials","Dennis Haysbert","1"
"who is the actor that does the allstate commercials","Carson Wentz","0"
"how far from charlotte north carolina to charleston south carolina","209.5 miles","1"
"how far from charlotte north carolina to charleston south carolina","19.0 other unit","0"
"where are the olympics being held in 2024","France","1"
"where are the olympics being held in 2024","Diddy – Dirty Money","0"
"what was the last time someone walked on the moon","1972-12-11","1"
"what was the last time someone walked on the moon","2018-06-25","0"
"is washington dc one of the 50 states","no","1"
"is washington dc one of the 50 states","yes","0"
"who sings amy what you wanna do","Pure Prairie League","1"
"who sings amy what you wanna do","Song of the South","0"
"when did the blackhawks win the stanley cup","2015","1"
"when did the blackhawks win the stanley cup","2002","0"
"who is the black sheriff in blazing saddles","Cleavon Little","1"
"who is the black sheriff in blazing saddles","Bill Murray","0"
"who is the tallest human being in the world","Robert Wadlow","1"
"who is the tallest human being in the world","John L. Hines","0"
"when do the minnesota vikings play their first game","1961-09-10","1"
"when do the minnesota vikings play their first game","2018","0"
"how many minutes are in a boxing round","3.0 minutes","1"
"how many minutes are in a boxing round","65.0 miles per hour","0"
"who sings all i want for christmas is you","Mariah Carey","1"
"who sings all i want for christmas is you","transform fault","0"
"who sang i think it's going to rain today","Randy Newman","1"
