"text0","text1","label"
"Quels étaient les noms de Chevaliers de la Table Ronde","Biomagnification","0"
"qui chante 'lord it's hard to be humble'","Mac Davis","1"
"qui chante 'lord it's hard to be humble'","Geoffrey Chaucer","0"
"qui a chanté la chanson take me to church","Hozier","1"
"qui a chanté la chanson take me to church","L. Ron Hubbard","0"
"qui a été l'homme le plus vieux du monde","Jeanne Calment","1"
"qui a été l'homme le plus vieux du monde","soufre","0"
"combien de fois l'australie a-t-elle remporté la coupe du monde de cricket","5.0","1"
"combien de fois l'australie a-t-elle remporté la coupe du monde de cricket","17.0","0"
"qui a chanté i will always love you first dolly parton or whitney houston","Porter Wagoner","1"
"qui a chanté i will always love you first dolly parton or whitney houston","poids lourds","0"
"quel est le nom du premier président d'Amérique","George Washington","1"
"quel est le nom du premier président d'Amérique","Katara Hospitality","0"
"Quel est le nom de l'université dans animal house","faber college","1"
"Quel est le nom de l'université dans animal house","vallée","0"
"acteurs dans le film ""60 secondes chrono""","Angelina Jolie","1"
"acteurs dans le film ""60 secondes chrono""","Timberline Lodge","0"
"Qui est le dieu des mort dans la Mythologie grecque","Hadès","1"
"Qui est le dieu des mort dans la Mythologie grecque","Klaus Badelt","0"
"Quand est sorti don't smile at me","2017-08-11","1"
"Quand est sorti don't smile at me","2014","0"
"qui jouait charlene darling dans le andy griffith show","Maggie Peterson","1"
"qui jouait charlene darling dans le andy griffith show","Jean Stapleton","0"
"quel est le plus grand lac de nouvelle Zélande","lac Taupo","1"
"quel est le plus grand lac de nouvelle Zélande","Stipe Miocic","0"
"Qui joue Harley Quinn dans Suicide Squad","Margot Robbie","1"
"Qui joue Harley Quinn dans Suicide Squad","Walmart","0"
"Quelle est la population de l'état du Maine","1338000.0","1"
"Quelle est la population de l'état du Maine","9216.0","0"
"Qui jouait TJ dans Sois prof et tais-toi !","Billy Connolly","1"
"Qui jouait TJ dans Sois prof et tais-toi !","Buzz Aldrin","0"
"Qui joue le rôle de Peter Quill dans les gardien de la Galaxie?","Chris Pratt","1"
"Qui joue le rôle de Peter Quill dans les gardien de la Galaxie?","You've Made Me So Very Happy","0"
"Quand est sorti le Samsung Galaxy s6 ?","2015-04-10","1"
"Quand est sorti le Samsung Galaxy s6 ?","1975-06-20","0"
"les acteurs de 100 choses à faire avant le lycée","Jack DeSena","1"
"les acteurs de 100 choses à faire avant le lycée","Shinya Yamanaka","0"
"Qui chante someone that i used to know ?","Gotye","1"
"Qui chante someone that i used to know ?","États-Unis","0"
"qui l'Amérique a combattu dans la guerre d'indépendance américaine","Grande-Bretagne","1"
"qui l'Amérique a combattu dans la guerre d'indépendance américaine","Georg Solti","0"
"quand est-ce que bennie and the jets est sorti","2000","1"
"quand est-ce que bennie and the jets est sorti","1833","0"
"qui a chanté la chanson i love the nightlife","Alicia Bridges","1"
"qui a chanté la chanson i love the nightlife","Chiwetel Ejiofor","0"
"qui était connue sous le nom de pucelle d'orléans","Jeanne d'Arc","1"
"qui était connue sous le nom de pucelle d'orléans","The Animals","0"
"qui a couru le premier un mile en dessous des quatre minutes","Roger Bannister","1"
"qui a couru le premier un mile en dessous des quatre minutes","Richard Boone","0"
"qui chantait i've got spurs that jingle jangle jingle","Gene Autry","1"
"qui chantait i've got spurs that jingle jangle jingle","Cristiano Ronaldo","0"
"quelle fut la première bataille dans la guerre du vietnam","bataille de Ia Drang","1"
"quelle fut la première bataille dans la guerre du vietnam","îles Midway","0"
"Qui a joué dans le superbowl de cette anée","Rams de Los Angeles","1"
"Qui a joué dans le superbowl de cette anée","Robert le Moine","0"
"Qui est l'actuel administrateur de la santé publique des Etats Unis","Jerome Adams","1"
"Qui est l'actuel administrateur de la santé publique des Etats Unis","Franklin Delano Roosevelt","0"
"Qui a joué Rachel dans le Blade Runner original ?","Sean Young","1"
"Qui a joué Rachel dans le Blade Runner original ?","AC/DC","0"
"oùse trouve le pont le plus long des états-unis","lac Pontchartrain","1"
"oùse trouve le pont le plus long des états-unis","cancer du pancréas","0"
"Qui a eu l'idée de la fête des Pères ?","Sonora Smart Dodd","1"
"Qui a eu l'idée de la fête des Pères ?","John Hancock","0"
"d'où vient le nom de famille guzman","Espagne","1"
"d'où vient le nom de famille guzman","Kris Kristofferson","0"
"Qui a chanté ""please don't go"" ?","KC and the Sunshine Band","1"
"Qui a chanté ""please don't go"" ?","Cole Porter","0"
"qui détient le record du plus grand nombre de verges au sol dans un match","Adrian L. Peterson","1"
"qui détient le record du plus grand nombre de verges au sol dans un match","Disturbed","0"
"qui a le plus grand nombre d'abonnés sur Youtube dans le monde","T-Series","1"
"qui a le plus grand nombre d'abonnés sur Youtube dans le monde","Keanu Reeves","0"
"est-ce que le full bat une quinte au poker","yes","1"
"est-ce que le full bat une quinte au poker","no","0"
"sur quelle station de radio sont les pirates de Pittsburgh","KDKA-FM","1"
"sur quelle station de radio sont les pirates de Pittsburgh","The Four Seasons","0"
"qui chante take a look at me now","Phil Collins","1"
"qui chante take a look at me now","John Beilein","0"
"Qui chante back in the high life again?","Steve Winwood","1"
"Qui chante back in the high life again?","Ron Howard","0"
"qui chante going to the chapel and we're gonna get married","The Dixie Cups","1"
"qui chante going to the chapel and we're gonna get married","Hécate","0"
"En quoi est fait le drapeau américain?","nylon","1"
"En quoi est fait le drapeau américain?","Nicole Scherzinger","0"
"qui chante come together right now over me","The Beatles","1"
"qui chante come together right now over me","John Jay","0"
"qui est l'acteur principal dans la série Arrow","Katie Cassidy","1"
"qui est l'acteur principal dans la série Arrow","Danny Lloyd","0"
"qui a le meilleur record dans la Ligue majeure de baseball","Yankees de New York","1"
"qui a le meilleur record dans la Ligue majeure de baseball","Californie","0"
"qui a joué belle dans la Belle et la Bête","Emma Watson","1"
"qui a joué belle dans la Belle et la Bête","Shere Khan","0"
"quand a été écrite while my guitar gently weeps","1968","1"
"quand a été écrite while my guitar gently weeps","1997-07-25","0"
"qui a chanté la chanson fox on the run","Sweet","1"
"qui a chanté la chanson fox on the run","Soudan du Sud","0"
"qu'est-ce que 10 à la puissance de 10","10000000000.0","1"
"qu'est-ce que 10 à la puissance de 10","7.0","0"
"quelle était la magnitude du séisme de northridge","6.7","1"
"quelle était la magnitude du séisme de northridge","518342017.0","0"
"Qui chante bartender i really did it this time","Rehab","1"
"Qui chante bartender i really did it this time","Avul Pakir Jainulabdeen Abdul Kalam","0"
"quelle est la population actuelle de phoenix en arizona","1626000.0","1"
"quelle est la population actuelle de phoenix en arizona","600.0","0"
"qui a remporté le plus de grammys de tous les temps","Georg Solti","1"
"qui a remporté le plus de grammys de tous les temps","Gloria Shayne Baker","0"
"quand ont-ils construit la statue de la liberté","1875-09","1"
"quand ont-ils construit la statue de la liberté","avril 1986","0"
"quel a été le premier film à avoir de la couleur","Avec notre roi et notre reine à travers l'Inde","1"
"quel a été le premier film à avoir de la couleur","Union des républiques socialistes soviétiques","0"
"Combien y a-t-il d'épisodes dans la saison deux de My hero academia?","25.0 Épisodes","1"
"Combien y a-t-il d'épisodes dans la saison deux de My hero academia?","152.6 mille","0"
"quand est-ce que le calendrier de la première ligue sortira","2019-06-13","1"
"quand est-ce que le calendrier de la première ligue sortira","2008-07-18","0"
"Qui chante la chanson sugar pie honey bunch","The Four Tops","1"
"Qui chante la chanson sugar pie honey bunch","États-Unis","0"
"Que gagne le vainqueur de Tu crois que tu sais danser","250000.0 dollar américain","1"
"Que gagne le vainqueur de Tu crois que tu sais danser","6.0 other currency","0"
"qui chante la chanson fly me to the moon","Frank Sinatra","1"
"qui chante la chanson fly me to the moon","Golden Earring","0"
"quand est sorti power rangers mystic force","2006-02-20","1"
"quand est sorti power rangers mystic force","1984","0"
"Combien de match les équipes de NBA jouent-elles ?","82.0","1"
"Combien de match les équipes de NBA jouent-elles ?","9.5","0"
"qui est la fille qui joue dans cinquante nuances de grey","Dakota Johnson","1"
"qui est la fille qui joue dans cinquante nuances de grey","Vladimir Guerrero","0"
"Qui fait la voix de Vinny dans Les Griffin ?","Tony Sirico","1"
"Qui fait la voix de Vinny dans Les Griffin ?","Delaware","0"
"qui chante what doesn't kill you makes you stronger","Kelly Clarkson","1"
"qui chante what doesn't kill you makes you stronger","Alexandria Ocasio-Cortez","0"
"Quels sont les cinq derniers vainqueurs des World series","Astros de Houston","1"
"Quels sont les cinq derniers vainqueurs des World series","Musique du Punjab","0"
"Quand est sorti call of duty world at war","2008-11-11","1"
"Quand est sorti call of duty world at war","2004","0"
"qui a chanté what condition my condition was in","Bettye LaVette","1"
"qui a chanté what condition my condition was in","Mary Louise Kelly","0"
"qui joue la mère dans that 70s show","Debra Jo Rupp","1"
"qui joue la mère dans that 70s show","Parti républicain","0"
"quelle est la population de sumter en caroline du sud","39982.0","1"
"quelle est la population de sumter en caroline du sud","3.0","0"
"quand aura lieu la gay parade a chicago illinois","2019-06-30","1"
"quand aura lieu la gay parade a chicago illinois","2009-12-03","0"
"qui a joué Gaston dans le film La Belle et la Bête","Luke Evans","1"
"qui a joué Gaston dans le film La Belle et la Bête","Ashleigh Barty","0"
"combien il y a-t-il de jours de fête religieuse dans l'église catholique","6.0","1"
"combien il y a-t-il de jours de fête religieuse dans l'église catholique","17.0","0"
"y a t-il un ouragan nommé kathy","yes","1"
"y a t-il un ouragan nommé kathy","no","0"
"Qui chante la chanson Have you ever seen the rain","Creedence Clearwater Revival","1"
"Qui chante la chanson Have you ever seen the rain","Scott Servais","0"
"Quand a été écrite la Déclaration des Droits de l'Homme","1948","1"
"Quand a été écrite la Déclaration des Droits de l'Homme","1982","0"
"Où est filmée la série télévision Stranger Things","Atlanta","1"
"Où est filmée la série télévision Stranger Things","Whitesnake","0"
"qui a écrit la chanson you broke up with me","Walker Hayes","1"
"qui a écrit la chanson you broke up with me","Michael Constantine","0"
"quelle est la température la plus chaude enregistrée à New York?","108.0 échelle Fahrenheit","1"
"quelle est la température la plus chaude enregistrée à New York?","8486.0 mètre","0"
"Qui a la majorité au congrès en ce moment","Parti républicain","1"
"Qui a la majorité au congrès en ce moment","Eric Clapton","0"
"Où a eu lieu la bataille de gettysburg","Pennsylvanie","1"
"Où a eu lieu la bataille de gettysburg","Larry Henley","0"
"quand est-ce que les Chicago Cubs ont gagné le World Series","2016","1"
"quand est-ce que les Chicago Cubs ont gagné le World Series","1998","0"
"qui fut promu en premier league l'an dernier","Cardiff City Football Club","1"
"qui fut promu en premier league l'an dernier","James Otis","0"
"quel mot anglais a le plus de syllabes","pneumonoultramicroscopicsilicovolcanoconiosis","1"
"quel mot anglais a le plus de syllabes","iodure de potassium","0"
"qui détient le record du monde pour avoir retenu son souffle le plus longtemps","Tom Sietas","1"
"qui détient le record du monde pour avoir retenu son souffle le plus longtemps","Maine","0"
"qui était le méchant dans les gardiens de la galaxie","Ronan l'Accusateur","1"
"qui était le méchant dans les gardiens de la galaxie","Connie Nielsen","0"
"Quand Nadal a t'il gagné Wimbledon pour la dernière fois","2010","1"
"Quand Nadal a t'il gagné Wimbledon pour la dernière fois","2019-06-30","0"
"Qui joue Avery dans dod with a blog ?","Genevieve Hannelius","1"
"Qui joue Avery dans dod with a blog ?","Katy Perry","0"
"qui a écrit le poème twinkle twinkle little star","Jane Taylor","1"
"qui a écrit le poème twinkle twinkle little star","Indelible Grace","0"
"Qui chante Never met a girl like you before","Edwyn Collins","1"
"Qui chante Never met a girl like you before","Nirmala Sitaraman","0"
"Quelle est la date de sortie du film Black Panther?","2018-02-16","1"
"Quelle est la date de sortie du film Black Panther?","1776-07-02","0"
"qui a joué johnny cash dans walk the line","Joaquin Phoenix","1"
"qui a joué johnny cash dans walk the line","The Jordanaires","0"
"qui chante all i need is the air that i breathe","The Hollies","1"
"qui chante all i need is the air that i breathe","Tokyo","0"
"qui chante didn't i blow your mind this time ?","The Delfonics","1"
"qui chante didn't i blow your mind this time ?","Paul de Tarse","0"
"Quand est sorti Charlie et la chocolaterie ?","2005-07-10","1"
"Quand est sorti Charlie et la chocolaterie ?","2013","0"
"quel est l'âge légal pour boire en Turquie","18.0 années","1"
"quel est l'âge légal pour boire en Turquie","112.0 mille","0"
"est-ce que tom cruise a chanté dans rock forever","yes","1"
"est-ce que tom cruise a chanté dans rock forever","no","0"
"où se trouve le golf Hall of Fame","États-Unis","1"
"où se trouve le golf Hall of Fame","John Farrar","0"
"Quand a commencé La Belle et la Bête à Broadway ?","1994-04-18","1"
"Quand a commencé La Belle et la Bête à Broadway ?","2020-06-26","0"
"ou captain america winter soldier se passe t-il","Washington","1"
"ou captain america winter soldier se passe t-il","James Cook","0"
"qui est la personne vivante la plus âgée jamais répertoriée","Jeanne Calment","1"
"qui est la personne vivante la plus âgée jamais répertoriée","Jonathan Tunick","0"
"Quels sont les noms des films matrix","Matrix","1"
"Quels sont les noms des films matrix","Zebulon Pike","0"
"quand s'est produite la dernière eruption volcanique aux etats-unis","2018","1"
"quand s'est produite la dernière eruption volcanique aux etats-unis","1994-04-15","0"
"quel a été le plus match de la major league baseball dans l'histoire","Plus long match de baseball professionnel","1"
"quel a été le plus match de la major league baseball dans l'histoire","Dustin Colquitt","0"
"qui est le joueur de première base des Yankees","Edwin Encarnación","1"
"qui est le joueur de première base des Yankees","Chris Evans","0"
"combien y a t'il d'équipes de football de la ligue Nationale de football en Californie","4.0","1"
"combien y a t'il d'équipes de football de la ligue Nationale de football en Californie","18.0","0"
"quand l'homme a-t-il marché sur la lune","juillet 20, 1969","1"
"quand l'homme a-t-il marché sur la lune","1990-09-10","0"
"Combien y a t il d'écoles Ivy league aux Etats Unis ?","8.0","1"
"Combien y a t il d'écoles Ivy league aux Etats Unis ?","5.0","0"
"qui a chanté la chanson walk like a man","Frankie Valli","1"
"qui a chanté la chanson walk like a man","The Rembrandts","0"
"qui a écrit take it to the limit par the eagles","Randy Meisner","1"
"qui a écrit take it to the limit par the eagles","Lou Rawls","0"
"qui est le plus vieux joueur de nba qui joue encore","Vince Carter","1"
"qui est le plus vieux joueur de nba qui joue encore","T-Series","0"
"qui joue le rôle d'oncle Josh dans girl meets world","Uriah Shelton","1"
"qui joue le rôle d'oncle Josh dans girl meets world","Cristiano Ronaldo","0"
"quel est le diamètre de la terre au niveau de l'équateur","7917.5 mille","1"
"quel est le diamètre de la terre au niveau de l'équateur","18.0 années","0"
"qui a joué chelsea dans Mon oncle Charlie","Jennifer Taylor","1"
"qui a joué chelsea dans Mon oncle Charlie","gare de Londres Waterloo","0"
"combien de soldats américains sont-ils morts durant la guerre du vietnam","58220.0","1"
"combien de soldats américains sont-ils morts durant la guerre du vietnam","6.0","0"
"Qui a dit : ""Ne sois ni emprunteur, ni prêteur""?","Polonius","1"
"Qui a dit : ""Ne sois ni emprunteur, ni prêteur""?","Nikita Khrouchtchev","0"
"qui chantait la chanson jim dandy to the rescue","Black Oak Arkansas","1"
"qui chantait la chanson jim dandy to the rescue","Julianne Moore","0"
"Où se situe le plus grand magasin du monde","Corée du Sud","1"
"Où se situe le plus grand magasin du monde","britannique","0"
"qui est le joueur de baseball en mlb le mieux payé","Mike Trout","1"
"qui est le joueur de baseball en mlb le mieux payé","tête ronde","0"
"qui chante those were the days my friends","Mary Hopkin","1"
"qui chante those were the days my friends","Nagaland","0"
"quand les Aventuriers de l'arche Perdue ont-ils été relâchés","1981-06-12","1"
"quand les Aventuriers de l'arche Perdue ont-ils été relâchés","1982","0"
"qui joue Gandalf dans le seigneur des anneaux","Ian McKellen","1"
"qui joue Gandalf dans le seigneur des anneaux","Auburn Tigers football","0"
"Qui a chanté these boots were made for walking","Nancy Sinatra","1"
"Qui a chanté these boots were made for walking","Chicago","0"
"qui a le plus gros jumbotron de la NFL","Texans de Houston","1"
"qui a le plus gros jumbotron de la NFL","Chicago","0"
"Qui joue Will Horton dans Des jours et des vies","Dylan Patton","1"
"Qui joue Will Horton dans Des jours et des vies","Dustin the Turkey","0"
"Qui sont les sénateurs de l'état de Californie ?","Dianne Feinstein","1"
"Qui sont les sénateurs de l'état de Californie ?","Asie","0"
"qui a chanté la chanson first time ever i saw your face","Roberta Flack","1"
"qui a chanté la chanson first time ever i saw your face","Fall Out Boy","0"
"Quel est le poids d'un iPhone 7","4.87 once avoirdupois","1"
"Quel est le poids d'un iPhone 7","18.0 années","0"
"qui a remplacé johnny carson dans the tonight show","Jay Leno","1"
"qui a remplacé johnny carson dans the tonight show","Reggie Miller","0"
"combien de sommets possède une pyramide à base carrée","5.0","1"
"combien de sommets possède une pyramide à base carrée","1000.0","0"
"Quand est la dernière fois que les Yankees ont gagné une Série Mondiale?","2009","1"
"Quand est la dernière fois que les Yankees ont gagné une Série Mondiale?","1983","0"
"qui a joué dans le film Le Jour où la Terre s'arrêta","Michael Rennie","1"
"qui a joué dans le film Le Jour où la Terre s'arrêta","Rosco P. Coltrane","0"
"qui a chanté wake me up before you go go","Wham!","1"
"qui a chanté wake me up before you go go","Wings","0"
"à quelle altitude s'élève Las Vegas, dans le Nevada","610.0 mètre","1"
"à quelle altitude s'élève Las Vegas, dans le Nevada","47.0 mètre","0"
"Dans quel comté se trouve Cherry Hill New Jersey?","comté de Camden","1"
"Dans quel comté se trouve Cherry Hill New Jersey?","région administrative spéciale","0"
"Qui a gagné le championnat national universitaire de football l'année dernière","Crimson Tide de l'Alabama","1"
"Qui a gagné le championnat national universitaire de football l'année dernière","The Breakfast Club","0"
"Qui a écrit Fear and loathing in las vegas","Hunter S. Thompson","1"
"Qui a écrit Fear and loathing in las vegas","Kareem Abdul-Jabbar","0"
"quel base aérienne est proche de pensacola en floride","aérodrome de Pensacola Nas/Forrest Sherman Field","1"
"quel base aérienne est proche de pensacola en floride","composé chimique","0"
"quel est le nom de la femme de fred pierrafeu","Wilma Pierrafeu","1"
"quel est le nom de la femme de fred pierrafeu","cuisse","0"
"Quand est ce que le premier Film Godzilla est sorti","1954-10-27","1"
"Quand est ce que le premier Film Godzilla est sorti","2003-06-21","0"
"Qui a le plus d'interception dans l'histoire de la NBA ?","John Stockton","1"
"Qui a le plus d'interception dans l'histoire de la NBA ?","Deana Carter","0"
"Qui a joué la femme dans Tout le monde aime Raymond","Patricia Heaton","1"
"Qui a joué la femme dans Tout le monde aime Raymond","Frankie Sullivan","0"
"quel est le nom du nouvel  star wars","Star Wars, épisode IX : l'Ascension de Skywalker","1"
"quel est le nom du nouvel  star wars","Sherman Hemsley","0"
"Qui a écrit la chanson arms of an angel ?","Sarah McLachlan","1"
"Qui a écrit la chanson arms of an angel ?","Dan Mullen","0"
"Qui joue le Roi des Glaces dans Adventure Time","Tom Kenny","1"
"Qui joue le Roi des Glaces dans Adventure Time","faisceau médian du cerveau antérieur","0"
"qui est l'entraîneur des cavaliers de Cleveland","John Beilein","1"
"qui est l'entraîneur des cavaliers de Cleveland","Ethel Merman","0"
"à quand remonte la dernière victoire de liverpool en première ligue","1989","1"
"à quand remonte la dernière victoire de liverpool en première ligue","2020","0"
"Quel était le nom de l'ouragan qui a frappé Porto Rico","ouragan Maria","1"
"Quel était le nom de l'ouragan qui a frappé Porto Rico","Katy Mixon","0"
"quel est le plus petit État des États-Unis d’Amérique ?","Rhode Island","1"
"quel est le plus petit État des États-Unis d’Amérique ?","États-Unis","0"
"qui était la plus vieille personne à avoir gravi l'everest","Yuichiro Miura","1"
"qui était la plus vieille personne à avoir gravi l'everest","Jeff Bridges","0"
"quand était la dernière fois que les Atlanta Braves ont gagné la World Series","1995","1"
"quand était la dernière fois que les Atlanta Braves ont gagné la World Series","1959-08-21","0"
"Quand Leicester City a t'il gagné la Premier League","2016","1"
"Quand Leicester City a t'il gagné la Premier League","1986-05-16","0"
"quel est l'âge minimum pour boire au Canada","18.0","1"
"quel est l'âge minimum pour boire au Canada","7700000000.0","0"
"Quel est la musique que Elton John a écrit pour le Roi Lion ?","Circle of Life","1"
"Quel est la musique que Elton John a écrit pour le Roi Lion ?","Shalamar","0"
"quels étaient les relégués de la premier league lors de la dernière saison","Cardiff City Football Club","1"
"quels étaient les relégués de la premier league lors de la dernière saison","Neil Diamond","0"
"Quand est-ce que l'Ecosse est devenue une partie de la Grande Bretagne?","1707","1"
"Quand est-ce que l'Ecosse est devenue une partie de la Grande Bretagne?","1989-04-21","0"
"qui a le plus de buts dans l'histoire de la ligue des champions","Cristiano Ronaldo","1"
"qui a le plus de buts dans l'histoire de la ligue des champions","éthanol","0"
"qui a dit and now the rest of the story","Paul Harvey","1"
"qui a dit and now the rest of the story","The Power Station","0"
"qui a chanté ain't no sunshine when she's gone","Bill Withers","1"
"qui a chanté ain't no sunshine when she's gone","Boris Johnson","0"
"qui a gagné le match all-star de la mlb l'an dernier","Ligue américaine","1"
"qui a gagné le match all-star de la mlb l'an dernier","Tony Rich","0"
"qui a chanté la chanson my boyfriend's back","The Angels","1"
"qui a chanté la chanson my boyfriend's back","Tatyana Ali","0"
"Qui chante when you say nothing at all","Ronan Keating","1"
"Qui chante when you say nothing at all","Glenn Frey","0"
"qui est la gymnaste la plus décorée de tous les temps","Simone Biles","1"
"qui est la gymnaste la plus décorée de tous les temps","Égypte","0"
"Où commence et finit la rivière Columbia","lac Columbia","1"
"Où commence et finit la rivière Columbia","Sherman Hemsley","0"
"quelle est la plus grande fête foraine aux États-Unis","foire d'État de Minnesota","1"
"quelle est la plus grande fête foraine aux États-Unis","Meesha Shafi","0"
"qui a le nez rouge Tic ou Tac","vallée","1"
"qui a le nez rouge Tic ou Tac","A","0"
"qui a joué dans le secret de la planète des singes","Charlton Heston","1"
"qui a joué dans le secret de la planète des singes","Carousel","0"
"Qui chante la chanson country How do you like me now","Toby Keith","1"
"Qui chante la chanson country How do you like me now","Anthony Davis","0"
"ou est filmé orange is the new black","État de New York","1"
"ou est filmé orange is the new black","Juice Newton","0"
"quand a été tourné le film raison et sentiments","Devon","1"
"quand a été tourné le film raison et sentiments","Jean-Jacques Rousseau","0"
"Qui est dans le film 50 nuances de grey","Jennifer Ehle","1"
"Qui est dans le film 50 nuances de grey","Antonio Fargas","0"
"quand est-ce que l'Argentine a gagné sa première coupe du monde","1978","1"
"quand est-ce que l'Argentine a gagné sa première coupe du monde","2019-12-29","0"
"quel est le club de football qui a le plus de succès dans le monde","Real Madrid CF","1"
"quel est le club de football qui a le plus de succès dans le monde","lobe frontal","0"
"quel jour serons-nous pour la fête du travail en 2018","2018-09-03","1"
"quel jour serons-nous pour la fête du travail en 2018","1988-11-09","0"
"quand les rockies du colorado ont-ils gagné la série mondiale","2007","1"
"quand les rockies du colorado ont-ils gagné la série mondiale","1992","0"
"qui est actuellement ministre de la défense en Inde","Rajnath Singh","1"
"qui est actuellement ministre de la défense en Inde","Melissa Gilbert","0"
"Qui fait la voix off dans Celebs go dating ?","Rob Beckett","1"
"Qui fait la voix off dans Celebs go dating ?","Bailee Madison","0"
"quand est sorti 50 nuances de gris","2015-02-13","1"
"quand est sorti 50 nuances de gris","2016","0"
"quand a été réalisé le film chitty chitty bang bang","1968-12-12","1"
