"text0","text1","label"
"10の10乗はいくつですか？","10000000000.0","1"
"10の10乗はいくつですか？","7.0","0"
"ノースリッジ地震のマグニチュードはいくつ","6.7","1"
"ノースリッジ地震のマグニチュードはいくつ","518342017.0","0"
"bartender i really did it this timeという歌詞は誰の歌ですか","Rehab","1"
"bartender i really did it this timeという歌詞は誰の歌ですか","アブドゥル・カラーム","0"
"アリゾナ州フェニックスの現在の人口は","1626000.0","1"
"アリゾナ州フェニックスの現在の人口は","600.0","0"
"史上最もグラミー賞を獲得した人は誰ですか","ゲオルク・ショルティ","1"
"史上最もグラミー賞を獲得した人は誰ですか","グロリア・シェイン・ベーカー","0"
"自由の女神像はいつ建てられましたか","1875-09","1"
"自由の女神像はいつ建てられましたか","四月 1986","0"
"最初のカラー映画は何でしたか","「With Our King and Queen Through India」","1"
"最初のカラー映画は何でしたか","ソビエト連邦","0"
"僕のヒーローアカデミアの第二シーズンはいくつエピソードがありますか","25.0 エピソード","1"
"僕のヒーローアカデミアの第二シーズンはいくつエピソードがありますか","152.6 マイル","0"
"プレミアリーグの日程はいつ公開されますか","2019-06-13","1"
"プレミアリーグの日程はいつ公開されますか","2008-07-18","0"
"「sugar pie honey bunch」を唄っているのは誰ですか","フォー・トップス","1"
"「sugar pie honey bunch」を唄っているのは誰ですか","アメリカ合衆国","0"
"so you think you can danceの優勝賞金の金額は？","250000.0 アメリカ合衆国ドル","1"
"so you think you can danceの優勝賞金の金額は？","6.0 other currency","0"
"fly me to the moonの歌を歌っているのは誰？","フランク・シナトラ","1"
"fly me to the moonの歌を歌っているのは誰？","ゴールデン・イヤリング","0"
"パワーレンジャー・ミスティックフォースはいつ公開された？","2006-02-20","1"
"パワーレンジャー・ミスティックフォースはいつ公開された？","1984","0"
"NBAのチームはそれぞれ何試合行いますか？","82.0","1"
"NBAのチームはそれぞれ何試合行いますか？","9.5","0"
"映画「フィフティ・シェイズ・オブ・グレイ」の女性は誰？","ダコタ・ジョンソン","1"
"映画「フィフティ・シェイズ・オブ・グレイ」の女性は誰？","ブラディミール・ゲレーロ","0"
"ファミリー・ガイのヴィニーの声を演じているのは誰","トニー・シリコ","1"
"ファミリー・ガイのヴィニーの声を演じているのは誰","デラウェア州","0"
"what doesn't kill you makes you strongerと歌っていたのは誰ですか","ケリー・クラークソン","1"
"what doesn't kill you makes you strongerと歌っていたのは誰ですか","アレクサンドリア・オカシオ＝コルテス","0"
"最近５年間でワールドシリーズで優勝したのはどのチーム？","ヒューストン・アストロズ","1"
"最近５年間でワールドシリーズで優勝したのはどのチーム？","インディアン・ロック","0"
"Call of Duty: World at Warが発売されたのはいつですか。","2008-11-11","1"
"Call of Duty: World at Warが発売されたのはいつですか。","2004","0"
"what condition my condition was in を歌ったのは誰ですか","ベティ・ラヴェット","1"
"what condition my condition was in を歌ったのは誰ですか","アリサ・チャン","0"
"「ザット'70sショー」の母親役は誰？","デブラ・ジョー・ラップ","1"
"「ザット'70sショー」の母親役は誰？","共和党","0"
"サウスカロライナのすむたーの人口は何人ですか","39982.0","1"
"サウスカロライナのすむたーの人口は何人ですか","3.0","0"
"イリノイ州シカゴのゲイパレードはいつですか","2019-06-30","1"
"イリノイ州シカゴのゲイパレードはいつですか","2009-12-03","0"
"映画「美女と野獣」のガストン役は誰が演じた？","ルーク・エヴァンズ","1"
"映画「美女と野獣」のガストン役は誰が演じた？","アシュリー・バーティ","0"
"カトリック教会では義務の聖日は何日ありますか","6.0","1"
"カトリック教会では義務の聖日は何日ありますか","17.0","0"
"キャシーというハリケーンは今まであっただろうか？","yes","1"
"キャシーというハリケーンは今まであっただろうか？","no","0"
"雨を見たかいは誰の歌","クリーデンス・クリアウォーター・リバイバル","1"
"雨を見たかいは誰の歌","スコット・サーバイス","0"
"世界人権宣言が書かれたのはいつ？","1948","1"
"世界人権宣言が書かれたのはいつ？","1982","0"
"ストレンジャー・シングスはどこに撮影した","アトランタ","1"
"ストレンジャー・シングスはどこに撮影した","ホワイトスネイク","0"
"「you broke up with me」の曲は誰が書きましたか","ウォーカー・ヘイズ","1"
"「you broke up with me」の曲は誰が書きましたか","マイケル・コンスタンチン","0"
"ニューヨークで記録された最高気温は何度ですか","108.0 ファーレンハイト度","1"
"ニューヨークで記録された最高気温は何度ですか","8486.0 メートル","0"
"今議会で過半数を持っている党はどこ","共和党","1"
"今議会で過半数を持っている党はどこ","エリック・クラプトン","0"
"ゲティスバーグの戦いはどこで起こったのですか","ペンシルベニア州","1"
"ゲティスバーグの戦いはどこで起こったのですか","ラリー ヘンリー","0"
"シカゴ・カブスがワールドシリーズ優勝したのはいつ？","2016","1"
"シカゴ・カブスがワールドシリーズ優勝したのはいつ？","1998","0"
"去年のプレミアリーグで抜擢されたのは誰ですか","カーディフ・シティFC","1"
"去年のプレミアリーグで抜擢されたのは誰ですか","ジェイムズ・オーティス","0"
"英語にどの言葉は一番多い音節を持っていますか","ニューモノウルトラマイクロスコーピックシリコヴォルケーノコニオシス","1"
"英語にどの言葉は一番多い音節を持っていますか","ヨウ化カリウム","0"
"息を止める長さの世界記録保持者は誰？","トム・ジータス","1"
"息を止める長さの世界記録保持者は誰？","メイン州","0"
"Guardians of the Galaxyに出てきた悪役は誰ですか。","ロナン・ジ・アキューザー","1"
"Guardians of the Galaxyに出てきた悪役は誰ですか。","コニー・ニールセン","0"
"ナダルがウィンブルドンで最後に優勝したのはいつですか","2010","1"
"ナダルがウィンブルドンで最後に優勝したのはいつですか","2019-06-30","0"
"dog with a blogでaveryを演じるのは誰","G・ハネリウス","1"
"dog with a blogでaveryを演じるのは誰","ケイティ・ペリー","0"
"『きらきら星』の詩を書いたのは誰ですか？","ジェーン・テーラー","1"
"『きらきら星』の詩を書いたのは誰ですか？","Indelible Grace","0"
"never met a girl like you beforeは誰の歌？","エドウィン・コリンズ","1"
"never met a girl like you beforeは誰の歌？","ナーマラ・シサラマン","0"
"ブラックパンサーはいつ上映したか","2018-02-16","1"
"ブラックパンサーはいつ上映したか","1776-07-02","0"
"i walk the lineでジョニーキャッシュを演じたのは誰ですか。","ホアキン・フェニックス","1"
"i walk the lineでジョニーキャッシュを演じたのは誰ですか。","ザ・ジョーダネアーズ","0"
"all i need is the air that i breatheを歌っているのは誰か","ホリーズ","1"
"all i need is the air that i breatheを歌っているのは誰か","東京都","0"
"""Didn't I Blow Your Mind This Time""と云う曲を歌ったのは誰ですか？","デルフォニックス","1"
"""Didn't I Blow Your Mind This Time""と云う曲を歌ったのは誰ですか？","パウロ","0"
"チャーリーとチョコレート工場はいつ公開された？","2005-07-10","1"
"チャーリーとチョコレート工場はいつ公開された？","2013","0"
"トルコの飲酒年齢は何歳？","18.0 年","1"
"トルコの飲酒年齢は何歳？","112.0 マイル","0"
"トムクルーズはロックオブエイジスで歌ったか","yes","1"
"トムクルーズはロックオブエイジスで歌ったか","no","0"
"ゴルフの殿堂はどこにありますか？","アメリカ合衆国","1"
"ゴルフの殿堂はどこにありますか？","ジョン・ファーラー","0"
"美女と野獣がブロードウェイで公開されたのはいつですか","1994-04-18","1"
"美女と野獣がブロードウェイで公開されたのはいつですか","2020-06-26","0"
"映画『キャプテン・アメリカ/ウィンター・ソルジャー』の映画の舞台になった場所はどこですか","ワシントンD.C.","1"
"映画『キャプテン・アメリカ/ウィンター・ソルジャー』の映画の舞台になった場所はどこですか","ジェームズ・クック","0"
"これまでに記録された最高齢の人は誰ですか","ジャンヌ・カルマン","1"
"これまでに記録された最高齢の人は誰ですか","ジョナサン・チューニック","0"
"マトリックス映画のタイトルは","マトリックス","1"
"マトリックス映画のタイトルは","ゼブロン・パイク","0"
"アメリカで前回に起こった火山噴火は何でしたか","2018","1"
"アメリカで前回に起こった火山噴火は何でしたか","1994-04-15","0"
"メジャーリーグで一番長かった試合は何？","最長のプロ野球試合","1"
"メジャーリーグで一番長かった試合は何？","ダスティン・コルキット","0"
"ヤンキースの最初の内野手は誰ですか","エドウィン・エンカーナシオン","1"
"ヤンキースの最初の内野手は誰ですか","クリス・エヴァンス","0"
"カリフォルニア州にはNFLのチームがどれ位ありますか？","4.0","1"
"カリフォルニア州にはNFLのチームがどれ位ありますか？","18.0","0"
"人類が月を歩いたのはいつですか","七月 20, 1969","1"
"人類が月を歩いたのはいつですか","1990-09-10","0"
"アメリカ合衆国にはアイビーリーグの学校がいくつありますか","8.0","1"
"アメリカ合衆国にはアイビーリーグの学校がいくつありますか","5.0","0"
"walk like a manという歌の歌手は誰ですか","フランキー・ヴァリ","1"
"walk like a manという歌の歌手は誰ですか","ザ・レンブランツ","0"
"The EaglesのTake It to the Limitを作詞したのは誰ですか。","ランディ・マイズナー","1"
"The EaglesのTake It to the Limitを作詞したのは誰ですか。","ルー・ロウルズ","0"
"現役nba選手で最高年齢の人は誰","ヴィンス・カーター","1"
"現役nba選手で最高年齢の人は誰","Tシリーズ","0"
"ガール・ミーツ・ワールドでuncle joshを演じているのは誰か","ユリア・シェルトン","1"
"ガール・ミーツ・ワールドでuncle joshを演じているのは誰か","クリスティアーノ・ロナウド","0"
"地球の赤道における直径の長さを教えてください","7917.5 マイル","1"
"地球の赤道における直径の長さを教えてください","18.0 年","0"
"チャーリー・シーンのハーパー☆ボーイズのチェルシー役はだれ","ジェニファー・テイラー","1"
"チャーリー・シーンのハーパー☆ボーイズのチェルシー役はだれ","ウォータールー駅","0"
"ベトナム戦争で何人のアメリカ人の軍人が死にましたか","58220.0","1"
"ベトナム戦争で何人のアメリカ人の軍人が死にましたか","6.0","0"
"""Neither a borrower or a lender be""と言った人は誰？","ポローニアス","1"
"""Neither a borrower or a lender be""と言った人は誰？","ニキータ・フルシチョフ","0"
"Jim Dandy to the rescueを歌ったのは誰","ブラック・オーク・アーカンソー","1"
"Jim Dandy to the rescueを歌ったのは誰","ジュリアン・ムーア","0"
"世界で最大の店はどこにありますか。","大韓民国","1"
"世界で最大の店はどこにありますか。","イギリス人","0"
"最高年俸のMLB野球選手は誰ですか","マイク・トラウト","1"
"最高年俸のMLB野球選手は誰ですか","円頂党","0"
"悲しき天使を歌ったのは誰","メリー・ホプキン","1"
"悲しき天使を歌ったのは誰","ナガランド州","0"
"レイダース/失われたアークが公開されたのはいつか","1981-06-12","1"
"レイダース/失われたアークが公開されたのはいつか","1982","0"
"ロード・オブ・ザ・リングでガンダルフを演じるのは誰","イアン・マッケラン","1"
"ロード・オブ・ザ・リングでガンダルフを演じるのは誰","オーバーン・タイガース フットボール","0"
"these boots were made for walkingを歌ったのは誰か","ナンシー・シナトラ","1"
"these boots were made for walkingを歌ったのは誰か","シカゴ","0"
"NFLで最大のジャンボトロンを有しているのは誰でしょうか？","ヒューストン・テキサンズ","1"
"NFLで最大のジャンボトロンを有しているのは誰でしょうか？","シカゴ","0"
"デイズ・オブ・アワ・ライブスでウィル・ホールトン役は誰ですか","ディラン・パットン","1"
"デイズ・オブ・アワ・ライブスでウィル・ホールトン役は誰ですか","ダスティン (七面鳥)","0"
"カリフォルニア州の上院議員は誰ですか。","ダイアン・ファインスタイン","1"
"カリフォルニア州の上院議員は誰ですか。","アジア","0"
"「ファースト・タイム・エバー・アイ・ソー・ユア・フェイス」を歌ったのは誰？","ロバータ・フラック","1"
"「ファースト・タイム・エバー・アイ・ソー・ユア・フェイス」を歌ったのは誰？","フォール・アウト・ボーイ","0"
"iphone 7の重量は？","4.87 常用オンス","1"
"iphone 7の重量は？","18.0 年","0"
"「ザ・トゥナイト・ショー」のジョニー・カーソンは誰に交代しましたか","ジェイ・レノ","1"
"「ザ・トゥナイト・ショー」のジョニー・カーソンは誰に交代しましたか","レジー・ミラー","0"
"底が正方形のピラミッドの頂点はいくつありますか","5.0","1"
"底が正方形のピラミッドの頂点はいくつありますか","1000.0","0"
"ヤンキースが最後にワールドシリーズで優勝したのはいつですか？","2009","1"
"ヤンキースが最後にワールドシリーズで優勝したのはいつですか？","1983","0"
"「地球が静止する日」の主演は誰？","マイケル・レニー","1"
"「地球が静止する日」の主演は誰？","ロスコ P コルトレーン","0"
"ウキウキ・ウェイク・ミー・アップは誰の歌ですか。","ワム!","1"
"ウキウキ・ウェイク・ミー・アップは誰の歌ですか。","ウイングス","0"
"ネバダ州ラスベガスの高度は？","610.0 メートル","1"
"ネバダ州ラスベガスの高度は？","47.0 メートル","0"
"ニュー・ジャージー州のチェリー・ヒルは何処の国にありますか","カムデン郡","1"
"ニュー・ジャージー州のチェリー・ヒルは何処の国にありますか","特別行政区","0"
"去年のCollege Football Playoff National Championshipで優勝したのはどのチームですか","アラバマ クリムゾンタイド アメリカンフットボールチーム","1"
"去年のCollege Football Playoff National Championshipで優勝したのはどのチームですか","ブレックファスト・クラブ","0"
"fear and loathing in las vegasを書いたのは誰ですか。","ハンター・S・トンプソン","1"
"fear and loathing in las vegasを書いたのは誰ですか。","カリーム・アブドゥル＝ジャバー","0"
"ペンサコラ，フロリダに近い空軍基地","ペンサコーラ海軍航空基地","1"
"ペンサコラ，フロリダに近い空軍基地","化合物","0"
"fred flintstones の妻の名前は何ですか","ウィルマ","1"
"fred flintstones の妻の名前は何ですか","太股","0"
"ゴジラの第一作目の映画はいつリリースされた？","1954-10-27","1"
"ゴジラの第一作目の映画はいつリリースされた？","2003-06-21","0"
"NBA史上最も多くの盗塁を成功させたのは誰","ジョン・ストックトン","1"
"NBA史上最も多くの盗塁を成功させたのは誰","ディーナ・カーター","0"
"Everybody Loves Raymondで妻役をやった人は誰ですか。","パトリシア・ヒートン","1"
"Everybody Loves Raymondで妻役をやった人は誰ですか。","フランキー・サリヴァン三世","0"
"スタートレックの新作の名称は何ですか？","スター・ウォーズ/スカイウォーカーの夜明け","1"
"スタートレックの新作の名称は何ですか？","シャーマン・ヘンズリー","0"
"arms of an angelという歌は誰が書いたか","サラ・マクラクラン","1"
"arms of an angelという歌は誰が書いたか","ダン・マレン","0"
"「アドベンチャータイム」でアイスキングを演じているのは誰ですか","トム・ケニー","1"
"「アドベンチャータイム」でアイスキングを演じているのは誰ですか","内側前脳束","0"
"クリーブランド・キャバリアーズのコーチ","ジョン・ベイレイン","1"
"クリーブランド・キャバリアーズのコーチ","エセル・マーマン","0"
"プレミアリーグでリバプールが最後に優勝したのはいつですか。","1989","1"
"プレミアリーグでリバプールが最後に優勝したのはいつですか。","2020","0"
"プエルトリコを襲ったハリケーンの名前は何","ハリケーン・マリア","1"
"プエルトリコを襲ったハリケーンの名前は何","ケイティ・ミクソン","0"
"アメリカ合衆国で最小の州はどれ","ロードアイランド州","1"
"アメリカ合衆国で最小の州はどれ","アメリカ合衆国","0"
"エベレストに登頂した最年長の人物は誰でしょう？","三浦雄一郎","1"
"エベレストに登頂した最年長の人物は誰でしょう？","スティーヴ・ブシェミ","0"
"アトランタ・ブレーブスが最後にワールドシリーズで勝利したのはいつですか","1995","1"
"アトランタ・ブレーブスが最後にワールドシリーズで勝利したのはいつですか","1959-08-21","0"
"レスター・シティがプレミアリーグで優勝したのはいつだったでしょうか？","2016","1"
"レスター・シティがプレミアリーグで優勝したのはいつだったでしょうか？","1986-05-16","0"
"カナダでは何歳から飲酒できる？","18.0","1"
"カナダでは何歳から飲酒できる？","7700000000.0","0"
"エルトン・ジョンがライオンキングのために作った曲は何","サークル・オブ・ライフ","1"
"エルトン・ジョンがライオンキングのために作った曲は何","シャラマー","0"
"プレミアリーグの先のシーズンで降格となったのはどのチームでしょう？","カーディフ・シティFC","1"
